id,article_id,question,qa_type,answerable,question_words,question_chars,answer_words,num_source_articles
cross_17_1,217822; 218093; 121509,"So sánh vai trò của UAV trong cuộc xung đột Nga-Ukraine được phản ánh qua cả 3 bài báo: Ukraine sử dụng UAV tấn công phương tiện Nga như thế nào, Nga sử dụng UAV tấn công Ukraine ra sao, và hai bên đối phó với UAV của nhau bằng những phương tiện gì?",multi_doc_comparison,True,54,249,114,3
cross_17_2,217822; 218093; 121509,"Dựa trên thông tin từ các bài báo, tổ hợp phòng không Gepard của Đức đã đánh chặn bao nhiêu phần trăm tổng số UAV Shahed mà Nga phóng vào Ukraine trong đợt tấn công quy mô lớn ngày 3/11?",multi_doc_comparison,False,40,186,0,3
cross_18_1,221769; 222088; 219358,"So sánh các đối thủ giao hữu của tuyển Việt Nam dưới thời HLV Kim Sang Sik trong các đợt tập trung tháng 9 và tháng 10: đối thủ nào được xem là trận 'học hỏi, cọ xát', đối thủ nào được đặt mục tiêu phải thắng, và kết quả thực tế của các trận đấu này diễn ra như thế nào?",multi_doc_comparison,True,62,270,128,3
cross_18_2,221769; 222088; 219358,"Xét toàn bộ các trận đấu được đề cập trong cả ba bài báo, HLV Kim Sang Sik đã xây dựng được một lối chơi rõ ràng và ổn định cho tuyển Việt Nam hay chưa, và nguyên nhân sâu xa nào dẫn đến việc đội tuyển liên tục thể hiện thiếu thuyết phục qua các trận gặp Nepal, Nga, Thái Lan và trước trận gặp Ấn Độ?",multi_doc_comparison,True,68,300,152,3
cross_19_1,221710; 37169; 225971,So sánh hành trình của U17 Việt Nam tại vòng loại và vòng chung kết U17 châu Á 2025 với thành tích của U17 Bồ Đào Nha tại U17 World Cup: đội nào đạt được mục tiêu cuối cùng và đội nào không?,multi_doc_comparison,True,43,190,76,3
cross_19_2,221710; 37169; 225971,"Theo trình tự thời gian, hãy sắp xếp các sự kiện chính của U17 Việt Nam từ giai đoạn chuẩn bị vòng loại U17 châu Á 2025, tham dự VCK U17 châu Á 2025, cho đến giai đoạn chuẩn bị cho vòng loại U17 châu Á 2026, và cho biết liệu việc U17 Bồ Đào Nha vô địch U17 World Cup có diễn ra trong khoảng thời gian U17 Việt Nam tham dự VCK hay không?",timeline,False,76,336,0,3
cross_20_1,140608; 133519; 244381,"So sánh nguyên nhân và diễn biến các vụ tai nạn giữa xe tải và xe máy được mô tả trong ba bài báo: vụ trên đường Tô Ký (Q.12), vụ tại giao lộ Lê Khả Phiêu - Bùi Thanh Khiết (H.Bình Chánh) và vụ trên tỉnh lộ 542E (huyện Hưng Nguyên, Nghệ An) có điểm gì giống và khác nhau?",multi_doc_comparison,True,61,271,170,3
cross_20_2,140608; 133519; 244381,"Sau các vụ tai nạn giữa xe tải và xe máy tại TP.HCM (trên đường Tô Ký và giao lộ Lê Khả Phiêu) và tại Nghệ An (trên tỉnh lộ 542E), cơ quan chức năng đã đưa ra những biện pháp hay chính sách gì để giảm thiểu tai nạn giữa xe tải và xe máy đi cùng chiều?",multi_doc_comparison,False,59,251,0,3
cross_21_1,139413; 247390; 133992,"Dựa trên thông tin từ các bài báo, tiến trình và trọng tâm giải quyết vấn đề khi sáp nhập đơn vị hành chính giữa TP. Đà Nẵng (với tỉnh Quảng Nam) khác biệt như thế nào so với quá trình sáp nhập các phường tại TP.HCM?",multi_doc_comparison,True,47,216,110,3
cross_21_2,139413; 247390; 133992,Trình tự thời gian các sự kiện từ khi có chủ trương sáp nhập Quảng Nam - Đà Nẵng cho đến khi TP.HCM vận hành chính quyền đô thị mới và Đà Nẵng công bố chỉ số du lịch năm 2024 diễn ra như thế nào?,timeline,False,46,195,0,3
cross_22_1,145672; 52000; 144527,"Từ thông tin ở cả ba bài báo, chiến lược tái cơ cấu tổng thể của Suzuki tại khu vực Đông Nam Á thể hiện như thế nào? So sánh các động thái của hãng tại Việt Nam, Thái Lan và Indonesia.",multi_doc_comparison,True,42,184,162,3
cross_22_2,145672; 52000; 144527,"Suzuki Việt Nam tuyên bố sẽ dồn lực sang mảng ô tô, đặc biệt xe tải nhẹ. Dựa trên dữ liệu thị phần xe bán tải tại Việt Nam tháng 4.2023, liệu Suzuki có cơ hội cạnh tranh trong phân khúc này không và hãng cần chiến lược gì để giành thị phần từ Ford Ranger?",multi_doc_comparison,False,56,255,0,3
cross_23_1,254260; 143170; 146482,"So sánh xu hướng nhập khẩu xe máy và ô tô về Việt Nam: điểm chung về nguồn gốc nhập khẩu (Thái Lan, Nhật Bản...) và đối tượng khách hàng hướng đến giữa các bài báo về xe máy 'tí hon' đắt đỏ, xe máy 50cc và ô tô nhập khẩu nguyên chiếc là gì?",multi_doc_comparison,True,55,240,142,3
cross_23_2,254260; 143170; 146482,"Xét về mặt giá bán, liệu mức giá của các mẫu xe máy nhập khẩu như Honda Cross Cub 110 (100 triệu đồng), Honda Dax ST125 (130 triệu đồng) hay các mẫu xe máy 50cc nhập khẩu từ Nhật Bản có ảnh hưởng đến doanh số bán xe máy nhập khẩu tổng thể tại Việt Nam trong năm 2025 hay không, và doanh số cụ thể của phân khúc xe máy nhập khẩu tư nhân là bao nhiêu?",multi_doc_comparison,False,78,349,0,3
cross_24_1,70126; 71542; 70125,"So sánh lời khuyên dành cho tuổi Thìn trong ba ngày 17.6.2023, 22.11.2023 và 23.2.2024: điểm chung xuyên suốt là gì và có sự khác biệt nào đáng chú ý?",multi_doc_comparison,True,30,150,136,3
cross_24_2,70126; 71542; 70125,"Theo diễn biến thời gian từ ngày 17.6.2023 đến 22.11.2023 rồi 23.2.2024, vận trình của tuổi Tị có xu hướng cải thiện hay xấu đi, và tuổi Tị nên đầu tư tài chính vào thời điểm nào trong ba ngày đó?",timeline,False,41,196,0,3
cross_25_1,264833; 265189; 264994,"So sánh cách phản ứng của người vợ trong bài về phát hiện ảnh lạ trong máy tính chồng và người vợ trong bài về chồng có bồ ở chung cư: khi biết chồng có biểu hiện không chung thủy, hai người phụ nữ này xử lý tình huống khác nhau như thế nào và điều gì chi phối quyết định của họ?",multi_doc_comparison,True,63,279,192,3
cross_25_2,264833; 265189; 264994,"Trong cả ba bài báo, những đứa trẻ trong gia đình đều chịu ảnh hưởng tiêu cực từ mâu thuẫn của người lớn. Liệu những đứa trẻ này sau đó có được hỗ trợ tâm lý chuyên nghiệp hay can thiệp từ nhà trường để vượt qua tổn thương không?",multi_doc_comparison,False,50,229,0,3
56781_1,56781,Cái tên ban đầu dự định đặt cho ChatGPT trước khi ra mắt công chúng là gì?,factoid,True,17,74,3,1
56781_2,56781,Sự kiện đặt tên và quá trình ra mắt ChatGPT đã diễn ra như thế nào theo tiết lộ từ đội ngũ OpenAI?,event_summary,True,23,98,53,1
56781_3,56781,Ông Nick Turley và ông Andrew Mayne đóng vai trò gì trong câu chuyện được nhắc đến trong bài?,entity_role,True,19,93,22,1
56781_4,56781,Nguyên nhân nào khiến đội ngũ OpenAI quyết định thay đổi tên gọi từ 'Chat with GPT-3.5' sang 'ChatGPT' vào phút chót?,cause_effect,True,22,117,25,1
56781_5,56781,Bố mẹ của giám đốc nghiên cứu Mark Chen hiện đang làm việc cho công ty nào sau khi con trai họ chứng kiến sự thành công của ChatGPT?,unanswerable,False,29,132,0,1
190847_1,190847,VPBank cộng thêm mức lãi suất bao nhiêu cho khách hàng ưu tiên khi gửi tiết kiệm?,factoid,True,17,81,18,1
190847_2,190847,Sự kiện 'Saigon Glamour' do VPBank tổ chức năm 2024 có những điểm nổi bật nào?,event_summary,True,16,78,49,1
190847_3,190847,"Các bệnh viện Vinmec, Thu Cúc và Việt Pháp đóng vai trò gì trong chuỗi đặc quyền của VPBank dành cho khách hàng ưu tiên?",entity_role,True,25,120,50,1
190847_4,190847,Việc VPBank xây dựng luồng đón tiếp riêng và phòng giao dịch riêng cho khách hàng ưu tiên nhằm mục đích gì?,cause_effect,True,22,107,32,1
190847_5,190847,VPBank đã chi bao nhiêu ngân sách để tổ chức sự kiện 'Saigon Glamour - Bản giao hưởng thịnh vượng và thời trang'?,unanswerable,False,23,113,0,1
201070_1,201070,Kim ngạch xuất khẩu gỗ của Bình Định trong 7 tháng đầu năm 2024 đạt bao nhiêu và tăng trưởng như thế nào so với cùng kỳ?,factoid,True,27,120,11,1
201070_2,201070,Sự kiện chính được đề cập liên quan đến định hướng phát triển công nghiệp của tỉnh Bình Định trong thời gian tới là gì?,event_summary,True,25,119,51,1
201070_3,201070,Bộ trưởng Bộ Công thương Nguyễn Hồng Diên đã đưa ra định hướng gì cho ngành công nghiệp của tỉnh Bình Định tại buổi làm việc với đoàn công tác?,entity_role,True,30,143,36,1
201070_4,201070,Mức tăng trưởng doanh thu du lịch của Bình Định trong 7 tháng đầu năm 2024 chênh lệch như thế nào so với mức tăng trưởng của tổng mức bán lẻ và doanh thu hàng hóa dịch vụ?,comparison,True,38,171,30,1
201070_5,201070,Những tập đoàn kinh tế lớn nào trong nước và quốc tế đã chính thức ký kết hợp đồng đầu tư vào các khu công nghiệp của Bình Định trong 7 tháng đầu năm 2024?,unanswerable,False,35,155,0,1
169911_1,169911,Ai là người đã thực hiện loạt ảnh quảng cáo đồ lót Calvin Klein của Michael B. Jordan?,factoid,True,18,86,8,1
169911_2,169911,Sự kiện chính được Michael B. Jordan chia sẻ trong buổi công chiếu phim Creed III là gì?,event_summary,True,18,88,28,1
169911_3,169911,Vai trò của Michael B. Jordan trong phần phim Creed III: Tay đấm huyền thoại là gì?,entity_role,True,17,83,15,1
169911_4,169911,Nguyên nhân nào khiến Michael B. Jordan quyết định gọi điện và xin lỗi mẹ mình?,cause_effect,True,16,79,25,1
169911_5,169911,Phản ứng cụ thể của mẹ Michael B. Jordan sau khi nhận được cuộc gọi xin lỗi của anh là gì?,unanswerable,False,21,90,0,1
38171_1,38171,La Châu đã sử dụng đòn thế cụ thể nào để kết thúc võ sĩ Hà Thế Anh sau khi tóm được lưng?,factoid,True,23,89,3,1
38171_2,38171,Những nội dung cốt lõi nào về giải đấu Lion Championship 28 (LC28) được bài báo đề cập?,event_summary,True,18,87,46,1
38171_3,38171,Thể thức MMA Duo trong trận đấu giữa YunNan LiJunLong Fight Club và C88 Martial Arts F&Y Center có kết quả khác biệt như thế nào so với các trận đấu đơn lẻ khác được nhắc đến trong bài?,comparison,True,39,185,32,1
38171_4,38171,Liên đoàn Võ thuật tổng hợp (VMMAF) đóng vai trò gì được nhắc đến ở cuối bài báo?,entity_role,True,18,81,29,1
38171_5,38171,Hà Thế Anh đã quyết định trích bao nhiêu phần trăm tiền thưởng từ LC28 để gửi tặng đồng bào vùng thiên tai?,unanswerable,False,23,107,0,1
165454_1,165454,Nữ diễn viên Trúc Mai hiện đang mang quân hàm gì và công tác tại đơn vị nào?,factoid,True,18,76,9,1
165454_2,165454,Bộ ảnh của Thiếu tá công an Trúc Mai và con gái gây sốt trên mạng xã hội có nội dung và hoàn cảnh ra đời như thế nào?,event_summary,True,29,117,61,1
165454_3,165454,Vì sao nữ diễn viên Trúc Mai lại tranh thủ đưa con gái ra Lăng Bác chụp ảnh vào dịp 30/4?,cause_effect,True,21,89,37,1
165454_4,165454,Một người bác lạ mặt mà hai mẹ con Trúc Mai tình cờ gặp ở Lăng Bác đã đóng vai trò gì trong việc thực hiện bộ ảnh?,entity_role,True,28,114,36,1
165454_5,165454,Vở diễn nào sẽ được Nhà hát Kịch Công an nhân dân ra mắt phục vụ lễ kỷ niệm 50 năm thống nhất đất nước vào đêm 30/4 tại Nhà hát Hồ Gươm?,unanswerable,False,33,136,0,1
134838_1,134838,Vụ tai nạn trên cao tốc TP.HCM - Trung Lương xảy ra vào thời gian nào?,factoid,True,16,70,6,1
134838_2,134838,Sự kiện chính được đề cập trong bài là gì?,event_summary,True,10,42,35,1
134838_3,134838,Vụ tai nạn gây ra những hậu quả gì đối với hành khách và giao thông trong khu vực?,cause_effect,True,19,82,28,1
134838_4,134838,Đội Quản lý cao tốc số 1 và Đội CSGT Đường bộ số 7 đã thực hiện vai trò gì sau khi vụ tai nạn xảy ra?,entity_role,True,27,101,23,1
134838_5,134838,Có hành khách nào bị thương tích nghiêm trọng trong vụ tai nạn không?,unanswerable,False,14,69,0,1
138969_1,138969,Xã Xuyên Mộc được thành lập trên cơ sở sáp nhập những xã nào và có tổng diện tích tự nhiên là bao nhiêu?,factoid,True,24,104,26,1
138969_2,138969,"Đại hội đại biểu Đảng bộ xã Xuyên Mộc lần thứ nhất, nhiệm kỳ 2025 - 2030 đã đề ra những mục tiêu và định hướng phát triển cốt lõi nào cho địa phương?",event_summary,True,34,149,45,1
138969_3,138969,"Theo đánh giá tại đại hội, nguyên nhân nào khiến kinh tế xã Xuyên Mộc trong nhiệm kỳ 2020 - 2025 phát triển nhưng chưa bền vững?",cause_effect,True,27,128,39,1
138969_4,138969,Bà Võ Ngọc Thanh Trúc đã đưa ra những yêu cầu gì đối với xã Xuyên Mộc trong việc phát triển kinh tế và bảo vệ môi trường ở nhiệm kỳ tới?,entity_role,True,32,136,42,1
138969_5,138969,Kinh phí dự kiến từ ngân sách để đầu tư xây dựng 2 mô hình du lịch sinh thái tại xã Xuyên Mộc trong nhiệm kỳ 2025 - 2030 là bao nhiêu?,unanswerable,False,32,134,0,1
202551_1,202551,Hệ thống BRG Golf hiện đang vận hành và quản lý bao nhiêu sân golf và tại bao nhiêu tổ hợp?,factoid,True,21,91,11,1
202551_2,202551,Sự kiện chính được đề cập trong bài báo là gì?,event_summary,True,11,46,47,1
202551_3,202551,Tổ chức Vietnam Golf & Leisure đóng vai trò gì trong hệ thống giải thưởng Vietnam Golf Excellence Awards?,entity_role,True,19,105,41,1
202551_4,202551,Vì sao bà Nguyễn Thị Nga được nhận giải thưởng 'Tầm nhìn Golf Việt Nam - Vietnam Golf Visionary Award'?,cause_effect,True,20,103,41,1
202551_5,202551,Bà Nguyễn Thị Nga đã chia sẻ cảm xúc như thế nào khi nhận giải thưởng 'Thành tựu trọn đời' tại buổi lễ trao giải?,unanswerable,False,25,113,0,1
81481_1,81481,"Phim ""Hoa nở về đêm"" dự kiến phát sóng tập cuối vào thời gian nào?",factoid,True,15,66,6,1
81481_2,81481,"Nội dung chính của phim ""Hoa nở về đêm"" xoay quanh câu chuyện gì giữa hai nhân vật Jo Yeo Hwa và Park Soo Ho?",event_summary,True,25,109,61,1
81481_3,81481,"Vì sao khán giả bất ngờ trước ""phản ứng hóa học"" bùng nổ giữa Lee Jong Won và Honey Lee trên màn ảnh?",cause_effect,True,23,101,14,1
81481_4,81481,"Ai là người đảm nhận vai trò biên kịch cho phim ""Hoa nở về đêm""?",entity_role,True,15,64,13,1
81481_5,81481,"Nhận định ""Nhân vật Jo Yeo Hwa trong phim là một phụ nữ trẻ mới lập gia đình"" là đúng hay sai theo bài báo?",claim_verification,True,25,107,24,1
165811_1,165811,Lệ Quyên đã chia sẻ triết lý về chủ đề gì trong clip đăng ngày 10/2/2025?,factoid,True,16,73,2,1
165811_2,165811,Tin sao Việt ngày 10/2/2025 có những nội dung chính nào?,event_summary,True,11,56,20,1
165811_3,165811,Hùng Tú đóng vai trò gì trong bài báo này?,entity_role,True,10,42,7,1
165811_4,165811,Hoạt động được nhắc đến của Mai Phương Thuý và Lệ Quyên trong ngày 10/2/2025 khác nhau như thế nào?,comparison,True,20,99,26,1
165811_5,165811,Mai Phương Thuý đã tham gia sự kiện cụ thể nào vào ngày 10/2/2025?,unanswerable,False,14,66,0,1
98483_1,98483,"UBND phường Quảng Phúc đã lập bao nhiêu tổ công tác với tổng số bao nhiêu người để đi tuyên truyền, vận động phụ huynh đưa học sinh đến trường?",factoid,True,30,143,12,1
98483_2,98483,Nội dung chính của bài báo phản ánh sự việc gì liên quan đến Trường tiểu học số 1 Quảng Phúc sau Tết Nguyên đán Ất Tỵ 2025?,event_summary,True,28,123,48,1
98483_3,98483,Nguyên nhân nào khiến điểm trường lẻ Tân Mỹ của Trường tiểu học số 1 Quảng Phúc phải tạm đóng cửa trong tháng 1.2025?,cause_effect,True,24,117,16,1
98483_4,98483,"Các lực lượng như công an, biên phòng, cán bộ phụ nữ, cựu chiến binh, Đoàn thanh niên được chính quyền địa phương huy động để đóng vai trò gì trong sự việc này?",entity_role,True,34,160,35,1
98483_5,98483,Nhận định sau đây có đúng với nội dung bài báo không: 'Chủ tịch UBND TX.Ba Đồn cam kết sẽ dùng ngân sách nhà nước để xây mới ngay lập tức điểm trường lẻ Tân Mỹ'?,claim_verification,True,36,161,45,1
139119_1,139119,Khoảng cách an toàn tối thiểu mà các tàu thuyền phải tuân thủ khi tiếp cận cá voi Bryde là bao nhiêu?,factoid,True,22,101,2,1
139119_2,139119,Sự kiện chính được đề cập trong bài viết liên quan đến hoạt động du lịch và cơ quan quản lý tại Gia Lai là gì?,event_summary,True,26,110,46,1
139119_3,139119,Tiếng động cơ từ các phương tiện du lịch gây ra những hệ quả gì đối với cá voi Bryde?,cause_effect,True,20,85,27,1
139119_4,139119,"UBND các xã, phường ven biển được giao vai trò và nhiệm vụ gì trong việc bảo vệ cá voi Bryde?",entity_role,True,21,93,34,1
139119_5,139119,Hiện tại vùng biển Gia Lai đang có bao nhiêu cá thể cá voi Bryde sinh sống?,unanswerable,False,17,75,0,1
131800_1,131800,Ông H.X.T bị cơ quan chức năng tỉnh Khánh Hòa xử phạt bao nhiêu tiền vào ngày 29.7?,factoid,True,18,83,3,1
131800_2,131800,Sự kiện chính được phản ánh trong bài báo về ông H.X.T và ông Thích Minh Tuệ là gì?,event_summary,True,19,83,39,1
131800_3,131800,Nguyên nhân chính khiến ông H.X.T thực hiện các video có nội dung sai sự thật về ông Thích Minh Tuệ là gì?,cause_effect,True,23,106,12,1
131800_4,131800,Vai trò của Thanh tra Sở TT-TT tỉnh Khánh Hòa trong vụ việc này là gì?,entity_role,True,16,70,23,1
131800_5,131800,Ông Thích Minh Tuệ đã phản ứng như thế nào khi biết thông tin về mình bị ông H.X.T đăng tải sai sự thật trên YouTube?,unanswerable,False,26,117,0,1
62373_1,62373,Người dùng cần tải lên tối thiểu và tối đa bao nhiêu bức ảnh để sử dụng tính năng AI Avatars trên TikTok?,factoid,True,23,105,6,1
62373_2,62373,Tính năng AI Avatars mà TikTok sắp triển khai cho phép người dùng thực hiện những thao tác gì để tạo hình đại diện?,event_summary,True,24,115,36,1
62373_3,62373,Việc người dùng tự tải ảnh cá nhân lên TikTok và cho phép AI chỉnh sửa có thể dẫn đến hệ quả gì được cảnh báo trong bài?,cause_effect,True,28,120,16,1
62373_4,62373,Công cụ AI Avatars của TikTok có điểm tương đồng nào với ứng dụng Lensa theo ghi nhận từ bài báo?,comparison,True,21,97,25,1
62373_5,62373,TikTok sẽ thu phí bao nhiêu tiền cho mỗi lần người dùng sử dụng tính năng AI Avatars để tạo hình đại diện?,unanswerable,False,23,106,0,1
74345_1,74345,Chuyên mục nào trên báo giấy Thanh Niên là nơi đăng tải các ý kiến bình luận tổng hợp từ bạn đọc?,factoid,True,22,97,4,1
74345_2,74345,Bài viết tóm tắt hành trình tương tác và gắn bó của tác giả với Báo Thanh Niên trong những năm gần đây như thế nào?,event_summary,True,26,115,42,1
74345_3,74345,Việc nhiều ý kiến bình luận của tác giả gửi đi không được Báo Thanh Niên ghi nhận đã dẫn đến hệ quả gì trong cách viết của tác giả?,cause_effect,True,30,131,35,1
74345_4,74345,"Tác giả so sánh như thế nào giữa việc đạt giải cao và việc được Ban tổ chức ghi nhận, chọn đăng bài trong các cuộc thi viết?",comparison,True,28,124,36,1
74345_5,74345,"Trước khi nghỉ hưu vào năm 2018, tác giả bài viết đã công tác trong lĩnh vực nào và giữ chức vụ gì?",unanswerable,False,23,99,0,1
248068_1,248068,Tổng số lượng xe Toyota Wigo đã được bán ra tại thị trường Việt Nam từ khi ra mắt đến khi dừng bán là bao nhiêu?,factoid,True,26,112,2,1
248068_2,248068,Sự kiện chính liên quan đến mẫu xe Toyota Wigo được đề cập trong bài báo là gì?,event_summary,True,18,79,49,1
248068_3,248068,Nguyên nhân nào được đồn đoán dẫn đến việc Toyota Wigo âm thầm biến mất khỏi thị trường Việt Nam từ giữa năm 2022?,cause_effect,True,24,114,7,1
248068_4,248068,Kích thước tổng thể của Toyota Agya (Wigo) thế hệ mới thay đổi như thế nào khi so sánh với phiên bản cũ?,comparison,True,23,104,31,1
248068_5,248068,"Toyota Wigo đã không đạt được tiêu chuẩn khí thải cụ thể nào (ví dụ Euro 4, Euro 5) khiến mẫu xe này bị dừng bán tại Việt Nam?",unanswerable,False,29,126,0,1
247296_1,247296,"Hiện còn bao nhiêu cán bộ, công chức tại các quận, huyện, thị xã của Hà Nội chưa bố trí được vị trí sau sắp xếp đơn vị hành chính cấp xã?",factoid,True,32,137,5,1
247296_2,247296,Cuộc họp ngày 12/6 của UBND thành phố Hà Nội do Chủ tịch Trần Sỹ Thanh chủ trì tập trung vào những nội dung chính nào?,event_summary,True,26,118,48,1
247296_3,247296,"Sở Nội vụ Hà Nội có vai trò gì trong việc giải quyết số cán bộ, công chức còn dôi dư sau sắp xếp?",entity_role,True,24,97,31,1
247296_4,247296,Vì sao Chủ tịch UBND thành phố Hà Nội Trần Sỹ Thanh mô tả việc sắp xếp tổ chức bộ máy hành chính cấp xã là triển khai 'vừa chạy vừa xếp hàng'?,cause_effect,True,33,142,39,1
247296_5,247296,"Nhận định sau đúng hay sai theo bài báo: 'Sau khi hợp nhất các đơn vị hành chính cấp xã, Hà Nội đã có kế hoạch cụ thể để nâng cao chất lượng đội ngũ hơn 100 ngàn cán bộ, công chức.'",claim_verification,True,42,181,44,1
146679_1,146679,"Theo bài báo, độ sâu gai lốp ở mức nào thì được coi là đã chạm tới giới hạn an toàn?",factoid,True,21,84,3,1
146679_2,146679,Sự việc của anh Trần Danh Tiến và những ý kiến trái chiều trên mạng xã hội đã dẫn đến nội dung tư vấn chính nào được bài báo đề cập?,event_summary,True,31,132,35,1
146679_3,146679,Việc lắp một lốp mới có gai lốp sâu hơn cùng trục với lốp cũ đã mòn gây ra hệ quả gì cho hệ thống an toàn của xe?,cause_effect,True,29,113,30,1
146679_4,146679,Anh Chu Viết Trung đóng vai trò gì trong bài báo và đưa ra lời khuyên nào cho chủ xe?,entity_role,True,20,85,37,1
146679_5,146679,Nhận định 'Người dùng có thể thoải mái chỉ thay một lốp bị hỏng mà không cần quan tâm đến độ mòn của các lốp còn lại' có đúng với nội dung bài báo không?,claim_verification,True,35,153,40,1
215554_1,215554,"Theo bà Kim Titchener, tỷ lệ các vụ tấn công của gấu xám dẫn đến tử vong trên thế giới là bao nhiêu?",factoid,True,23,100,1,1
215554_2,215554,Sự kiện chính được đề cập trong bài báo là gì?,event_summary,True,11,46,41,1
215554_3,215554,Vì sao đội cứu hộ phải di chuyển bằng đường bộ suốt đêm để đến hiện trường vụ gấu tấn công?,cause_effect,True,21,91,15,1
215554_4,215554,Bà Kim Titchener đóng vai trò gì trong việc cung cấp thông tin về vụ việc và các số liệu liên quan đến gấu?,entity_role,True,24,107,47,1
215554_5,215554,"Danh tính cụ thể (tên, tuổi) của cặp vợ chồng nạn nhân trong vụ tấn công là gì?",unanswerable,False,18,79,0,1
117335_1,117335,Chi phí để phẫu thuật rút gel và tái tạo lại vòng 1 cho Chu Ai Vy sau sự cố bể túi ngực là bao nhiêu?,factoid,True,26,101,5,1
117335_2,117335,Sự cố thẩm mỹ nào đã xảy ra với ca sĩ Chu Ai Vy và cô đã khắc phục hậu quả ra sao?,event_summary,True,23,82,46,1
117335_3,117335,Vì sao Chu Ai Vy quyết định phẫu thuật vòng 1 dù đã tập thể dục rất nhiều?,cause_effect,True,18,74,34,1
117335_4,117335,Phong cách thời trang và mái tóc của Chu Ai Vy hiện tại khác biệt như thế nào so với trước đây?,comparison,True,22,95,33,1
117335_5,117335,Chu Ai Vy đã chi bao nhiêu tiền cho việc thay đổi màu tóc và mua sắm trang phục ôm sát cơ thể?,unanswerable,False,23,94,0,1
126018_1,126018,Đội Trường ĐH Ngân hàng nằm cùng bảng với những đội nào tại giải TNSV THACO Cup 2025?,factoid,True,18,85,25,1
126018_2,126018,Nội dung chính của bài báo về đội Trường ĐH Ngân hàng trước thềm TNSV THACO Cup 2025 là gì?,event_summary,True,20,91,57,1
126018_3,126018,Nguyên nhân nào khiến các cầu thủ đội Trường ĐH Ngân hàng gặp khó khăn về mặt chuyên môn khi thi đấu trên sân 11 người?,cause_effect,True,26,119,46,1
126018_4,126018,Vai trò của HLV Chí Tiến đối với đội Trường ĐH Ngân hàng trong quá trình chuẩn bị cho giải đấu được thể hiện như thế nào?,entity_role,True,27,121,46,1
126018_5,126018,Đội Trường ĐH Ngân hàng đã đạt được thành tích cụ thể nào ở hai lần tham dự TNSV THACO Cup trước đó?,unanswerable,False,23,100,0,1
34123_1,34123,Cô gái họ Li đã bán số trang sức trộm được của mẹ với giá bao nhiêu tiền?,factoid,True,18,73,6,1
34123_2,34123,Sự việc cô gái tuổi teen trộm trang sức của mẹ ở Thượng Hải đã diễn ra như thế nào và kết quả ra sao?,event_summary,True,25,101,53,1
34123_3,34123,Nguyên nhân nào khiến cô gái họ Li quyết định mang số trang sức trị giá tiền tỉ đi bán với giá rẻ mạt?,cause_effect,True,24,102,41,1
34123_4,34123,Cộng đồng mạng có những quan điểm trái chiều nào về trách nhiệm trong vụ việc cô gái tuổi teen trộm trang sức?,comparison,True,23,110,55,1
34123_5,34123,Bà Wang đã áp dụng biện pháp giáo dục cụ thể nào đối với cô con gái họ Li sau khi cảnh sát thu hồi lại số trang sức?,unanswerable,False,29,116,0,1
14857_1,14857,Doanh thu phòng vé Hong Kong năm 2024 đạt bao nhiêu và giảm bao nhiêu phần trăm so với năm trước?,factoid,True,21,97,19,1
14857_2,14857,Thí sinh Cao Minh Hy đã tố cáo những gì đối với nhà sản xuất chương trình Miss International Queen Vietnam 2025?,event_summary,True,22,112,47,1
14857_3,14857,Đồng đạo diễn Basel Adra có vai trò gì và ông đưa ra nhận định nào về nguyên nhân vụ việc đạo diễn Hamdan Ballal bị tấn công?,entity_role,True,28,125,38,1
14857_4,14857,Số lượng phim được sản xuất tại Hong Kong hiện tại có sự thay đổi như thế nào so với thời kỳ hoàng kim thập niên 1980 - 1990?,comparison,True,29,125,30,1
14857_5,14857,Tên bộ phim cụ thể của Marvel bị cho là 'bắt chước' phong cách của hãng phim A24 là gì?,unanswerable,False,20,87,0,1
192647_1,192647,Giá vàng miếng SJC được 4 ngân hàng thương mại nhà nước công bố ở mức nào trong phiên thứ 27 liên tiếp?,factoid,True,23,103,3,1
192647_2,192647,Diễn biến chính của thị trường vàng trong nước và thế giới cùng với triển vọng giá vàng trong ngắn hạn được tóm tắt như thế nào trong bài?,event_summary,True,29,138,50,1
192647_3,192647,Nguyên nhân nào khiến giá vàng thế giới có thời điểm tăng vọt lên gần 2.425 USD/ounce?,cause_effect,True,17,86,34,1
192647_4,192647,Ngân hàng Trung ương Trung Quốc (PBoC) được ví von như thế nào và hành động của tổ chức này có vai trò tác động ra sao đến thị trường vàng?,entity_role,True,31,139,35,1
192647_5,192647,Ngân hàng Nhà nước Việt Nam đã thực hiện những biện pháp can thiệp cụ thể nào để thu hẹp khoảng cách chênh lệch hơn 3 triệu đồng/lượng giữa giá vàng trong nước và thế giới?,unanswerable,False,36,172,0,1
200506_1,200506,Mỗi năm anh Nguyễn Văn Nhựt Khanh xuất bán ra thị trường khoảng bao nhiêu con rắn giống và với mức giá nào?,factoid,True,23,107,13,1
200506_2,200506,Mô hình nuôi rắn của anh Nguyễn Văn Nhựt Khanh mang lại kết quả kinh tế và sức ảnh hưởng như thế nào được tóm tắt trong bài?,event_summary,True,28,124,46,1
200506_3,200506,Giữa rắn ri voi và rắn ri cá có những điểm khác biệt nào về thói quen ăn uống và đặc điểm màu sắc?,comparison,True,24,98,39,1
