id,qa_type,question,question_words,question_chars,answer_words,num_source_articles,answerable,missing_source_id,keyword_who,keyword_when,keyword_where,keyword_how_many,keyword_why,keyword_what
cross_13_1,multi_doc_comparison,"Nếu một người 15 tuổi được ông bà cho tiền và muốn mua một mảnh đất nhỏ diện tích 28m² tại Hà Nội để đứng tên trên sổ đỏ, thì theo pháp luật hiện hành, những điều kiện nào về độ tuổi người đứng tên và diện tích đất tối thiểu cần được đáp ứng?",55,242,137,3,True,False,False,False,False,False,False,False
cross_13_2,multi_doc_comparison,"Trong trường hợp cha mẹ cho con 15 tuổi vay tiền với lãi suất để mua đất đứng tên con, mức lãi suất tối đa mà cha mẹ được phép áp dụng là bao nhiêu, và nếu con 15 tuổi tự ký hợp đồng vay cũng như hợp đồng mua bán đất thì các giao dịch này có hiệu lực pháp lý không?",63,265,0,3,False,False,False,False,False,True,False,False
cross_14_1,multi_doc_comparison,"So sánh cách tiếp cận phục hồi da tổn thương của sản phẩm Rejuvaskin Recovery Skin Cream và Scar Esthetique: mỗi sản phẩm hướng đến loại tổn thương nào, thành phần hoạt chất chính khác nhau ra sao, và có thể kết hợp cả hai trong quy trình chăm sóc da sau điều trị mụn không?",56,274,0,3,False,False,False,False,False,False,False,False
cross_14_2,multi_doc_comparison,"Dựa trên thông tin từ cả ba bài báo, một người có làn da mụn muốn thực hiện peel da hóa học cần lưu ý những gì về việc bảo vệ da trước (chống nắng) và phục hồi da sau khi peel, bao gồm cả ngăn ngừa sẹo thâm rỗ?",50,210,123,3,True,False,False,False,False,False,False,True
cross_15_1,multi_doc_comparison,So sánh các bệnh nền (bệnh lý đi kèm) được ghi nhận ở những bệnh nhân nặng mắc cúm A và sốt xuất huyết đang điều trị tại Bệnh viện Bệnh nhiệt đới Trung ương trong các bài báo.,39,175,85,3,True,False,False,False,False,False,False,False
cross_15_2,timeline,"Trình tự thời gian chi tiết theo ngày tháng cụ thể từ lúc khởi phát triệu chứng, tự điều trị, nhập viện cho đến khi được can thiệp chuyên sâu (đặt ECMO, phẫu thuật, truyền máu) của các bệnh nhân L.V.T, G.X.S và N.T.T.T. diễn ra như thế nào?",49,240,0,3,False,False,False,False,False,False,False,False
cross_16_1,multi_doc_comparison,"So sánh quy mô và phương thức tấn công bằng tên lửa và UAV của Nga nhắm vào Ukraine qua ba thời điểm: ngày 549 của chiến sự (27.8), ngày 1.138 (6.4) và ngày 1.299 (14.9). Quy mô tấn công của Nga thay đổi như thế nào theo thời gian?",50,231,131,3,True,False,False,False,False,False,False,False
cross_16_2,timeline,"Xét tổng thể ba bài báo ở các thời điểm khác nhau trong chiến sự, việc Ukraine tấn công ngược vào lãnh thổ Nga đã thay đổi như thế nào về hiệu quả chiến lược, đặc biệt là tác động đến nền kinh tế và năng lực sản xuất năng lượng của Nga?",53,236,0,3,False,False,False,False,False,False,False,False
cross_17_1,multi_doc_comparison,"So sánh vai trò của UAV trong cuộc xung đột Nga-Ukraine được phản ánh qua cả 3 bài báo: Ukraine sử dụng UAV tấn công phương tiện Nga như thế nào, Nga sử dụng UAV tấn công Ukraine ra sao, và hai bên đối phó với UAV của nhau bằng những phương tiện gì?",54,249,114,3,True,False,False,False,False,False,False,False
cross_17_2,multi_doc_comparison,"Dựa trên thông tin từ các bài báo, tổ hợp phòng không Gepard của Đức đã đánh chặn bao nhiêu phần trăm tổng số UAV Shahed mà Nga phóng vào Ukraine trong đợt tấn công quy mô lớn ngày 3/11?",40,186,0,3,False,False,False,False,False,True,False,False
cross_18_1,multi_doc_comparison,"So sánh các đối thủ giao hữu của tuyển Việt Nam dưới thời HLV Kim Sang Sik trong các đợt tập trung tháng 9 và tháng 10: đối thủ nào được xem là trận 'học hỏi, cọ xát', đối thủ nào được đặt mục tiêu phải thắng, và kết quả thực tế của các trận đấu này diễn ra như thế nào?",62,270,128,3,True,False,False,False,False,False,False,False
cross_18_2,multi_doc_comparison,"Xét toàn bộ các trận đấu được đề cập trong cả ba bài báo, HLV Kim Sang Sik đã xây dựng được một lối chơi rõ ràng và ổn định cho tuyển Việt Nam hay chưa, và nguyên nhân sâu xa nào dẫn đến việc đội tuyển liên tục thể hiện thiếu thuyết phục qua các trận gặp Nepal, Nga, Thái Lan và trước trận gặp Ấn Độ?",68,300,152,3,True,False,False,False,False,False,True,False
cross_19_1,multi_doc_comparison,So sánh hành trình của U17 Việt Nam tại vòng loại và vòng chung kết U17 châu Á 2025 với thành tích của U17 Bồ Đào Nha tại U17 World Cup: đội nào đạt được mục tiêu cuối cùng và đội nào không?,43,190,76,3,True,False,False,False,False,False,False,False
cross_19_2,timeline,"Theo trình tự thời gian, hãy sắp xếp các sự kiện chính của U17 Việt Nam từ giai đoạn chuẩn bị vòng loại U17 châu Á 2025, tham dự VCK U17 châu Á 2025, cho đến giai đoạn chuẩn bị cho vòng loại U17 châu Á 2026, và cho biết liệu việc U17 Bồ Đào Nha vô địch U17 World Cup có diễn ra trong khoảng thời gian U17 Việt Nam tham dự VCK hay không?",76,336,0,3,False,False,False,False,False,False,False,False
cross_20_1,multi_doc_comparison,"So sánh nguyên nhân và diễn biến các vụ tai nạn giữa xe tải và xe máy được mô tả trong ba bài báo: vụ trên đường Tô Ký (Q.12), vụ tại giao lộ Lê Khả Phiêu - Bùi Thanh Khiết (H.Bình Chánh) và vụ trên tỉnh lộ 542E (huyện Hưng Nguyên, Nghệ An) có điểm gì giống và khác nhau?",61,271,170,3,True,False,False,False,False,False,True,False
cross_20_2,multi_doc_comparison,"Sau các vụ tai nạn giữa xe tải và xe máy tại TP.HCM (trên đường Tô Ký và giao lộ Lê Khả Phiêu) và tại Nghệ An (trên tỉnh lộ 542E), cơ quan chức năng đã đưa ra những biện pháp hay chính sách gì để giảm thiểu tai nạn giữa xe tải và xe máy đi cùng chiều?",59,251,0,3,False,False,False,False,False,False,False,False
cross_21_1,multi_doc_comparison,"Dựa trên thông tin từ các bài báo, tiến trình và trọng tâm giải quyết vấn đề khi sáp nhập đơn vị hành chính giữa TP. Đà Nẵng (với tỉnh Quảng Nam) khác biệt như thế nào so với quá trình sáp nhập các phường tại TP.HCM?",47,216,110,3,True,False,False,False,False,False,False,False
cross_21_2,timeline,Trình tự thời gian các sự kiện từ khi có chủ trương sáp nhập Quảng Nam - Đà Nẵng cho đến khi TP.HCM vận hành chính quyền đô thị mới và Đà Nẵng công bố chỉ số du lịch năm 2024 diễn ra như thế nào?,46,195,0,3,False,False,False,False,False,False,False,False
cross_22_1,multi_doc_comparison,"Từ thông tin ở cả ba bài báo, chiến lược tái cơ cấu tổng thể của Suzuki tại khu vực Đông Nam Á thể hiện như thế nào? So sánh các động thái của hãng tại Việt Nam, Thái Lan và Indonesia.",42,184,162,3,True,False,False,False,False,False,False,False
cross_22_2,multi_doc_comparison,"Suzuki Việt Nam tuyên bố sẽ dồn lực sang mảng ô tô, đặc biệt xe tải nhẹ. Dựa trên dữ liệu thị phần xe bán tải tại Việt Nam tháng 4.2023, liệu Suzuki có cơ hội cạnh tranh trong phân khúc này không và hãng cần chiến lược gì để giành thị phần từ Ford Ranger?",56,255,0,3,False,False,False,False,False,False,False,False
cross_23_1,multi_doc_comparison,"So sánh xu hướng nhập khẩu xe máy và ô tô về Việt Nam: điểm chung về nguồn gốc nhập khẩu (Thái Lan, Nhật Bản...) và đối tượng khách hàng hướng đến giữa các bài báo về xe máy 'tí hon' đắt đỏ, xe máy 50cc và ô tô nhập khẩu nguyên chiếc là gì?",55,240,142,3,True,False,False,False,False,False,False,True
cross_23_2,multi_doc_comparison,"Xét về mặt giá bán, liệu mức giá của các mẫu xe máy nhập khẩu như Honda Cross Cub 110 (100 triệu đồng), Honda Dax ST125 (130 triệu đồng) hay các mẫu xe máy 50cc nhập khẩu từ Nhật Bản có ảnh hưởng đến doanh số bán xe máy nhập khẩu tổng thể tại Việt Nam trong năm 2025 hay không, và doanh số cụ thể của phân khúc xe máy nhập khẩu tư nhân là bao nhiêu?",78,349,0,3,False,False,False,False,False,True,False,False
cross_24_1,multi_doc_comparison,"So sánh lời khuyên dành cho tuổi Thìn trong ba ngày 17.6.2023, 22.11.2023 và 23.2.2024: điểm chung xuyên suốt là gì và có sự khác biệt nào đáng chú ý?",30,150,136,3,True,False,False,False,False,False,False,True
cross_24_2,timeline,"Theo diễn biến thời gian từ ngày 17.6.2023 đến 22.11.2023 rồi 23.2.2024, vận trình của tuổi Tị có xu hướng cải thiện hay xấu đi, và tuổi Tị nên đầu tư tài chính vào thời điểm nào trong ba ngày đó?",41,196,0,3,False,False,False,False,False,False,False,False
cross_25_1,multi_doc_comparison,"So sánh cách phản ứng của người vợ trong bài về phát hiện ảnh lạ trong máy tính chồng và người vợ trong bài về chồng có bồ ở chung cư: khi biết chồng có biểu hiện không chung thủy, hai người phụ nữ này xử lý tình huống khác nhau như thế nào và điều gì chi phối quyết định của họ?",63,279,192,3,True,False,False,False,False,False,False,True
cross_25_2,multi_doc_comparison,"Trong cả ba bài báo, những đứa trẻ trong gia đình đều chịu ảnh hưởng tiêu cực từ mâu thuẫn của người lớn. Liệu những đứa trẻ này sau đó có được hỗ trợ tâm lý chuyên nghiệp hay can thiệp từ nhà trường để vượt qua tổn thương không?",50,229,0,3,False,False,False,False,False,False,False,False
56781_1,factoid,Cái tên ban đầu dự định đặt cho ChatGPT trước khi ra mắt công chúng là gì?,17,74,3,1,True,False,False,False,False,False,False,True
56781_2,event_summary,Sự kiện đặt tên và quá trình ra mắt ChatGPT đã diễn ra như thế nào theo tiết lộ từ đội ngũ OpenAI?,23,98,53,1,True,False,False,False,False,False,False,False
56781_3,entity_role,Ông Nick Turley và ông Andrew Mayne đóng vai trò gì trong câu chuyện được nhắc đến trong bài?,19,93,22,1,True,False,False,False,False,False,False,False
56781_4,cause_effect,Nguyên nhân nào khiến đội ngũ OpenAI quyết định thay đổi tên gọi từ 'Chat with GPT-3.5' sang 'ChatGPT' vào phút chót?,22,117,25,1,True,False,False,False,False,False,True,False
56781_5,unanswerable,Bố mẹ của giám đốc nghiên cứu Mark Chen hiện đang làm việc cho công ty nào sau khi con trai họ chứng kiến sự thành công của ChatGPT?,29,132,0,1,False,False,False,False,False,False,False,False
190847_1,factoid,VPBank cộng thêm mức lãi suất bao nhiêu cho khách hàng ưu tiên khi gửi tiết kiệm?,17,81,18,1,True,False,False,False,False,True,False,False
190847_2,event_summary,Sự kiện 'Saigon Glamour' do VPBank tổ chức năm 2024 có những điểm nổi bật nào?,16,78,49,1,True,False,False,False,False,False,False,False
190847_3,entity_role,"Các bệnh viện Vinmec, Thu Cúc và Việt Pháp đóng vai trò gì trong chuỗi đặc quyền của VPBank dành cho khách hàng ưu tiên?",25,120,50,1,True,False,False,False,False,False,False,False
190847_4,cause_effect,Việc VPBank xây dựng luồng đón tiếp riêng và phòng giao dịch riêng cho khách hàng ưu tiên nhằm mục đích gì?,22,107,32,1,True,False,False,False,False,False,False,False
190847_5,unanswerable,VPBank đã chi bao nhiêu ngân sách để tổ chức sự kiện 'Saigon Glamour - Bản giao hưởng thịnh vượng và thời trang'?,23,113,0,1,False,False,False,False,False,True,False,False
201070_1,factoid,Kim ngạch xuất khẩu gỗ của Bình Định trong 7 tháng đầu năm 2024 đạt bao nhiêu và tăng trưởng như thế nào so với cùng kỳ?,27,120,11,1,True,False,False,False,False,True,False,False
201070_2,event_summary,Sự kiện chính được đề cập liên quan đến định hướng phát triển công nghiệp của tỉnh Bình Định trong thời gian tới là gì?,25,119,51,1,True,False,False,False,False,False,False,True
201070_3,entity_role,Bộ trưởng Bộ Công thương Nguyễn Hồng Diên đã đưa ra định hướng gì cho ngành công nghiệp của tỉnh Bình Định tại buổi làm việc với đoàn công tác?,30,143,36,1,True,False,False,False,False,False,False,False
201070_4,comparison,Mức tăng trưởng doanh thu du lịch của Bình Định trong 7 tháng đầu năm 2024 chênh lệch như thế nào so với mức tăng trưởng của tổng mức bán lẻ và doanh thu hàng hóa dịch vụ?,38,171,30,1,True,False,False,False,False,False,False,False
201070_5,unanswerable,Những tập đoàn kinh tế lớn nào trong nước và quốc tế đã chính thức ký kết hợp đồng đầu tư vào các khu công nghiệp của Bình Định trong 7 tháng đầu năm 2024?,35,155,0,1,False,False,False,False,False,False,False,False
169911_1,factoid,Ai là người đã thực hiện loạt ảnh quảng cáo đồ lót Calvin Klein của Michael B. Jordan?,18,86,8,1,True,False,True,False,False,False,False,False
169911_2,event_summary,Sự kiện chính được Michael B. Jordan chia sẻ trong buổi công chiếu phim Creed III là gì?,18,88,28,1,True,False,False,False,False,False,False,True
169911_3,entity_role,Vai trò của Michael B. Jordan trong phần phim Creed III: Tay đấm huyền thoại là gì?,17,83,15,1,True,False,False,False,False,False,False,True
169911_4,cause_effect,Nguyên nhân nào khiến Michael B. Jordan quyết định gọi điện và xin lỗi mẹ mình?,16,79,25,1,True,False,False,False,False,False,True,False
169911_5,unanswerable,Phản ứng cụ thể của mẹ Michael B. Jordan sau khi nhận được cuộc gọi xin lỗi của anh là gì?,21,90,0,1,False,False,False,False,False,False,False,True
38171_1,factoid,La Châu đã sử dụng đòn thế cụ thể nào để kết thúc võ sĩ Hà Thế Anh sau khi tóm được lưng?,23,89,3,1,True,False,False,False,False,False,False,False
38171_2,event_summary,Những nội dung cốt lõi nào về giải đấu Lion Championship 28 (LC28) được bài báo đề cập?,18,87,46,1,True,False,False,False,False,False,False,False
38171_3,comparison,Thể thức MMA Duo trong trận đấu giữa YunNan LiJunLong Fight Club và C88 Martial Arts F&Y Center có kết quả khác biệt như thế nào so với các trận đấu đơn lẻ khác được nhắc đến trong bài?,39,185,32,1,True,False,False,False,False,False,False,False
38171_4,entity_role,Liên đoàn Võ thuật tổng hợp (VMMAF) đóng vai trò gì được nhắc đến ở cuối bài báo?,18,81,29,1,True,False,False,False,False,False,False,False
38171_5,unanswerable,Hà Thế Anh đã quyết định trích bao nhiêu phần trăm tiền thưởng từ LC28 để gửi tặng đồng bào vùng thiên tai?,23,107,0,1,False,False,False,False,False,True,False,False
165454_1,factoid,Nữ diễn viên Trúc Mai hiện đang mang quân hàm gì và công tác tại đơn vị nào?,18,76,9,1,True,False,False,False,False,False,False,False
165454_2,event_summary,Bộ ảnh của Thiếu tá công an Trúc Mai và con gái gây sốt trên mạng xã hội có nội dung và hoàn cảnh ra đời như thế nào?,29,117,61,1,True,False,False,False,False,False,False,False
165454_3,cause_effect,Vì sao nữ diễn viên Trúc Mai lại tranh thủ đưa con gái ra Lăng Bác chụp ảnh vào dịp 30/4?,21,89,37,1,True,False,False,False,False,False,True,False
165454_4,entity_role,Một người bác lạ mặt mà hai mẹ con Trúc Mai tình cờ gặp ở Lăng Bác đã đóng vai trò gì trong việc thực hiện bộ ảnh?,28,114,36,1,True,False,False,False,False,False,False,False
165454_5,unanswerable,Vở diễn nào sẽ được Nhà hát Kịch Công an nhân dân ra mắt phục vụ lễ kỷ niệm 50 năm thống nhất đất nước vào đêm 30/4 tại Nhà hát Hồ Gươm?,33,136,0,1,False,False,False,False,False,False,False,False
134838_1,factoid,Vụ tai nạn trên cao tốc TP.HCM - Trung Lương xảy ra vào thời gian nào?,16,70,6,1,True,False,False,False,False,False,False,False
134838_2,event_summary,Sự kiện chính được đề cập trong bài là gì?,10,42,35,1,True,False,False,False,False,False,False,True
134838_3,cause_effect,Vụ tai nạn gây ra những hậu quả gì đối với hành khách và giao thông trong khu vực?,19,82,28,1,True,False,False,False,False,False,False,False
134838_4,entity_role,Đội Quản lý cao tốc số 1 và Đội CSGT Đường bộ số 7 đã thực hiện vai trò gì sau khi vụ tai nạn xảy ra?,27,101,23,1,True,False,False,False,False,False,False,False
134838_5,unanswerable,Có hành khách nào bị thương tích nghiêm trọng trong vụ tai nạn không?,14,69,0,1,False,False,False,False,False,False,False,False
138969_1,factoid,Xã Xuyên Mộc được thành lập trên cơ sở sáp nhập những xã nào và có tổng diện tích tự nhiên là bao nhiêu?,24,104,26,1,True,False,False,False,False,True,False,False
138969_2,event_summary,"Đại hội đại biểu Đảng bộ xã Xuyên Mộc lần thứ nhất, nhiệm kỳ 2025 - 2030 đã đề ra những mục tiêu và định hướng phát triển cốt lõi nào cho địa phương?",34,149,45,1,True,False,False,False,False,False,False,False
138969_3,cause_effect,"Theo đánh giá tại đại hội, nguyên nhân nào khiến kinh tế xã Xuyên Mộc trong nhiệm kỳ 2020 - 2025 phát triển nhưng chưa bền vững?",27,128,39,1,True,False,False,False,False,False,True,False
138969_4,entity_role,Bà Võ Ngọc Thanh Trúc đã đưa ra những yêu cầu gì đối với xã Xuyên Mộc trong việc phát triển kinh tế và bảo vệ môi trường ở nhiệm kỳ tới?,32,136,42,1,True,False,False,False,False,False,False,False
138969_5,unanswerable,Kinh phí dự kiến từ ngân sách để đầu tư xây dựng 2 mô hình du lịch sinh thái tại xã Xuyên Mộc trong nhiệm kỳ 2025 - 2030 là bao nhiêu?,32,134,0,1,False,False,False,False,False,True,False,False
202551_1,factoid,Hệ thống BRG Golf hiện đang vận hành và quản lý bao nhiêu sân golf và tại bao nhiêu tổ hợp?,21,91,11,1,True,False,False,False,False,True,False,False
202551_2,event_summary,Sự kiện chính được đề cập trong bài báo là gì?,11,46,47,1,True,False,False,False,False,False,False,True
202551_3,entity_role,Tổ chức Vietnam Golf & Leisure đóng vai trò gì trong hệ thống giải thưởng Vietnam Golf Excellence Awards?,19,105,41,1,True,False,False,False,False,False,False,False
202551_4,cause_effect,Vì sao bà Nguyễn Thị Nga được nhận giải thưởng 'Tầm nhìn Golf Việt Nam - Vietnam Golf Visionary Award'?,20,103,41,1,True,False,False,False,False,False,True,False
202551_5,unanswerable,Bà Nguyễn Thị Nga đã chia sẻ cảm xúc như thế nào khi nhận giải thưởng 'Thành tựu trọn đời' tại buổi lễ trao giải?,25,113,0,1,False,False,False,False,False,False,False,False
81481_1,factoid,"Phim ""Hoa nở về đêm"" dự kiến phát sóng tập cuối vào thời gian nào?",15,66,6,1,True,False,False,False,False,False,False,False
81481_2,event_summary,"Nội dung chính của phim ""Hoa nở về đêm"" xoay quanh câu chuyện gì giữa hai nhân vật Jo Yeo Hwa và Park Soo Ho?",25,109,61,1,True,False,False,False,False,False,False,False
81481_3,cause_effect,"Vì sao khán giả bất ngờ trước ""phản ứng hóa học"" bùng nổ giữa Lee Jong Won và Honey Lee trên màn ảnh?",23,101,14,1,True,False,False,False,False,False,True,False
81481_4,entity_role,"Ai là người đảm nhận vai trò biên kịch cho phim ""Hoa nở về đêm""?",15,64,13,1,True,False,True,False,False,False,False,False
81481_5,claim_verification,"Nhận định ""Nhân vật Jo Yeo Hwa trong phim là một phụ nữ trẻ mới lập gia đình"" là đúng hay sai theo bài báo?",25,107,24,1,True,False,False,False,False,False,False,False
165811_1,factoid,Lệ Quyên đã chia sẻ triết lý về chủ đề gì trong clip đăng ngày 10/2/2025?,16,73,2,1,True,False,False,False,False,False,False,False
165811_2,event_summary,Tin sao Việt ngày 10/2/2025 có những nội dung chính nào?,11,56,20,1,True,False,False,False,False,False,False,False
165811_3,entity_role,Hùng Tú đóng vai trò gì trong bài báo này?,10,42,7,1,True,False,False,False,False,False,False,False
165811_4,comparison,Hoạt động được nhắc đến của Mai Phương Thuý và Lệ Quyên trong ngày 10/2/2025 khác nhau như thế nào?,20,99,26,1,True,False,False,False,False,False,False,False
165811_5,unanswerable,Mai Phương Thuý đã tham gia sự kiện cụ thể nào vào ngày 10/2/2025?,14,66,0,1,False,False,False,False,False,False,False,False
98483_1,factoid,"UBND phường Quảng Phúc đã lập bao nhiêu tổ công tác với tổng số bao nhiêu người để đi tuyên truyền, vận động phụ huynh đưa học sinh đến trường?",30,143,12,1,True,False,False,False,False,True,False,False
98483_2,event_summary,Nội dung chính của bài báo phản ánh sự việc gì liên quan đến Trường tiểu học số 1 Quảng Phúc sau Tết Nguyên đán Ất Tỵ 2025?,28,123,48,1,True,False,False,False,False,False,False,False
98483_3,cause_effect,Nguyên nhân nào khiến điểm trường lẻ Tân Mỹ của Trường tiểu học số 1 Quảng Phúc phải tạm đóng cửa trong tháng 1.2025?,24,117,16,1,True,False,False,False,False,False,True,False
98483_4,entity_role,"Các lực lượng như công an, biên phòng, cán bộ phụ nữ, cựu chiến binh, Đoàn thanh niên được chính quyền địa phương huy động để đóng vai trò gì trong sự việc này?",34,160,35,1,True,False,False,False,False,False,False,False
98483_5,claim_verification,Nhận định sau đây có đúng với nội dung bài báo không: 'Chủ tịch UBND TX.Ba Đồn cam kết sẽ dùng ngân sách nhà nước để xây mới ngay lập tức điểm trường lẻ Tân Mỹ'?,36,161,45,1,True,False,False,False,False,False,False,False
139119_1,factoid,Khoảng cách an toàn tối thiểu mà các tàu thuyền phải tuân thủ khi tiếp cận cá voi Bryde là bao nhiêu?,22,101,2,1,True,False,False,False,False,True,False,False
139119_2,event_summary,Sự kiện chính được đề cập trong bài viết liên quan đến hoạt động du lịch và cơ quan quản lý tại Gia Lai là gì?,26,110,46,1,True,False,False,False,False,False,False,True
139119_3,cause_effect,Tiếng động cơ từ các phương tiện du lịch gây ra những hệ quả gì đối với cá voi Bryde?,20,85,27,1,True,False,False,False,False,False,False,False
139119_4,entity_role,"UBND các xã, phường ven biển được giao vai trò và nhiệm vụ gì trong việc bảo vệ cá voi Bryde?",21,93,34,1,True,False,False,False,False,False,False,False
139119_5,unanswerable,Hiện tại vùng biển Gia Lai đang có bao nhiêu cá thể cá voi Bryde sinh sống?,17,75,0,1,False,False,False,False,False,True,False,False
131800_1,factoid,Ông H.X.T bị cơ quan chức năng tỉnh Khánh Hòa xử phạt bao nhiêu tiền vào ngày 29.7?,18,83,3,1,True,False,False,False,False,True,False,False
131800_2,event_summary,Sự kiện chính được phản ánh trong bài báo về ông H.X.T và ông Thích Minh Tuệ là gì?,19,83,39,1,True,False,False,False,False,False,False,True
131800_3,cause_effect,Nguyên nhân chính khiến ông H.X.T thực hiện các video có nội dung sai sự thật về ông Thích Minh Tuệ là gì?,23,106,12,1,True,False,False,False,False,False,True,True
131800_4,entity_role,Vai trò của Thanh tra Sở TT-TT tỉnh Khánh Hòa trong vụ việc này là gì?,16,70,23,1,True,False,False,False,False,False,False,True
131800_5,unanswerable,Ông Thích Minh Tuệ đã phản ứng như thế nào khi biết thông tin về mình bị ông H.X.T đăng tải sai sự thật trên YouTube?,26,117,0,1,False,False,False,False,False,False,False,False
62373_1,factoid,Người dùng cần tải lên tối thiểu và tối đa bao nhiêu bức ảnh để sử dụng tính năng AI Avatars trên TikTok?,23,105,6,1,True,False,True,False,False,True,False,False
62373_2,event_summary,Tính năng AI Avatars mà TikTok sắp triển khai cho phép người dùng thực hiện những thao tác gì để tạo hình đại diện?,24,115,36,1,True,False,True,False,False,False,False,False
62373_3,cause_effect,Việc người dùng tự tải ảnh cá nhân lên TikTok và cho phép AI chỉnh sửa có thể dẫn đến hệ quả gì được cảnh báo trong bài?,28,120,16,1,True,False,True,False,False,False,False,False
62373_4,comparison,Công cụ AI Avatars của TikTok có điểm tương đồng nào với ứng dụng Lensa theo ghi nhận từ bài báo?,21,97,25,1,True,False,True,False,False,False,False,False
62373_5,unanswerable,TikTok sẽ thu phí bao nhiêu tiền cho mỗi lần người dùng sử dụng tính năng AI Avatars để tạo hình đại diện?,23,106,0,1,False,False,True,False,False,True,False,False
74345_1,factoid,Chuyên mục nào trên báo giấy Thanh Niên là nơi đăng tải các ý kiến bình luận tổng hợp từ bạn đọc?,22,97,4,1,True,False,False,False,False,False,False,False
74345_2,event_summary,Bài viết tóm tắt hành trình tương tác và gắn bó của tác giả với Báo Thanh Niên trong những năm gần đây như thế nào?,26,115,42,1,True,False,False,False,False,False,False,False
74345_3,cause_effect,Việc nhiều ý kiến bình luận của tác giả gửi đi không được Báo Thanh Niên ghi nhận đã dẫn đến hệ quả gì trong cách viết của tác giả?,30,131,35,1,True,False,False,False,False,False,False,False
74345_4,comparison,"Tác giả so sánh như thế nào giữa việc đạt giải cao và việc được Ban tổ chức ghi nhận, chọn đăng bài trong các cuộc thi viết?",28,124,36,1,True,False,False,False,False,False,False,False
74345_5,unanswerable,"Trước khi nghỉ hưu vào năm 2018, tác giả bài viết đã công tác trong lĩnh vực nào và giữ chức vụ gì?",23,99,0,1,False,False,False,False,False,False,False,False
248068_1,factoid,Tổng số lượng xe Toyota Wigo đã được bán ra tại thị trường Việt Nam từ khi ra mắt đến khi dừng bán là bao nhiêu?,26,112,2,1,True,False,False,False,False,True,False,False
248068_2,event_summary,Sự kiện chính liên quan đến mẫu xe Toyota Wigo được đề cập trong bài báo là gì?,18,79,49,1,True,False,False,False,False,False,False,True
248068_3,cause_effect,Nguyên nhân nào được đồn đoán dẫn đến việc Toyota Wigo âm thầm biến mất khỏi thị trường Việt Nam từ giữa năm 2022?,24,114,7,1,True,False,False,False,False,False,True,False
248068_4,comparison,Kích thước tổng thể của Toyota Agya (Wigo) thế hệ mới thay đổi như thế nào khi so sánh với phiên bản cũ?,23,104,31,1,True,False,False,False,False,False,False,False
248068_5,unanswerable,"Toyota Wigo đã không đạt được tiêu chuẩn khí thải cụ thể nào (ví dụ Euro 4, Euro 5) khiến mẫu xe này bị dừng bán tại Việt Nam?",29,126,0,1,False,False,False,False,False,False,False,False
247296_1,factoid,"Hiện còn bao nhiêu cán bộ, công chức tại các quận, huyện, thị xã của Hà Nội chưa bố trí được vị trí sau sắp xếp đơn vị hành chính cấp xã?",32,137,5,1,True,False,False,False,False,True,False,False
247296_2,event_summary,Cuộc họp ngày 12/6 của UBND thành phố Hà Nội do Chủ tịch Trần Sỹ Thanh chủ trì tập trung vào những nội dung chính nào?,26,118,48,1,True,False,False,False,False,False,False,False
247296_3,entity_role,"Sở Nội vụ Hà Nội có vai trò gì trong việc giải quyết số cán bộ, công chức còn dôi dư sau sắp xếp?",24,97,31,1,True,False,False,False,False,False,False,False
247296_4,cause_effect,Vì sao Chủ tịch UBND thành phố Hà Nội Trần Sỹ Thanh mô tả việc sắp xếp tổ chức bộ máy hành chính cấp xã là triển khai 'vừa chạy vừa xếp hàng'?,33,142,39,1,True,False,False,False,False,False,True,False
247296_5,claim_verification,"Nhận định sau đúng hay sai theo bài báo: 'Sau khi hợp nhất các đơn vị hành chính cấp xã, Hà Nội đã có kế hoạch cụ thể để nâng cao chất lượng đội ngũ hơn 100 ngàn cán bộ, công chức.'",42,181,44,1,True,False,False,False,False,False,False,False
146679_1,factoid,"Theo bài báo, độ sâu gai lốp ở mức nào thì được coi là đã chạm tới giới hạn an toàn?",21,84,3,1,True,False,False,False,False,False,False,False
146679_2,event_summary,Sự việc của anh Trần Danh Tiến và những ý kiến trái chiều trên mạng xã hội đã dẫn đến nội dung tư vấn chính nào được bài báo đề cập?,31,132,35,1,True,False,False,False,False,False,False,False
146679_3,cause_effect,Việc lắp một lốp mới có gai lốp sâu hơn cùng trục với lốp cũ đã mòn gây ra hệ quả gì cho hệ thống an toàn của xe?,29,113,30,1,True,False,False,False,False,False,False,False
146679_4,entity_role,Anh Chu Viết Trung đóng vai trò gì trong bài báo và đưa ra lời khuyên nào cho chủ xe?,20,85,37,1,True,False,False,False,False,False,False,False
146679_5,claim_verification,Nhận định 'Người dùng có thể thoải mái chỉ thay một lốp bị hỏng mà không cần quan tâm đến độ mòn của các lốp còn lại' có đúng với nội dung bài báo không?,35,153,40,1,True,False,False,False,False,False,False,False
215554_1,factoid,"Theo bà Kim Titchener, tỷ lệ các vụ tấn công của gấu xám dẫn đến tử vong trên thế giới là bao nhiêu?",23,100,1,1,True,False,False,False,False,True,False,False
215554_2,event_summary,Sự kiện chính được đề cập trong bài báo là gì?,11,46,41,1,True,False,False,False,False,False,False,True
