id,article_ids,qa_type,is_possible,num_answers,num_plausible_answers,question_chars,answer_chars,question_tokens,answer_tokens,has_question,has_answer,has_mojibake
30970_1,30970,factoid,True,1,2,144,21,31,6,True,True,False
30970_2,30970,event_summary,True,1,2,101,176,23,38,True,True,True
30970_3,30970,comparison,True,1,2,105,204,26,42,True,True,False
30970_4,30970,entity_role,True,1,2,125,210,26,46,True,True,False
30970_5,30970,unanswerable,False,0,2,137,0,31,0,True,False,False
64860_1,64860,factoid,True,1,0,108,26,24,6,True,True,False
64860_2,64860,event_summary,True,1,0,76,184,19,41,True,True,False
64860_3,64860,cause_effect,True,1,0,103,85,24,19,True,True,False
64860_4,64860,comparison,True,1,0,114,190,25,41,True,True,False
64860_5,64860,unanswerable,False,0,2,118,0,28,0,True,False,False
195386_1,195386,factoid,True,1,1,79,51,16,8,True,True,False
195386_2,195386,event_summary,True,1,1,108,254,22,51,True,True,False
195386_3,195386,cause_effect,True,1,1,136,123,28,31,True,True,False
195386_4,195386,entity_role,True,1,1,104,209,25,47,True,True,False
195386_5,195386,unanswerable,False,0,2,137,0,30,0,True,False,False
189126_1,189126,factoid,True,1,2,109,19,24,4,True,True,False
189126_2,189126,event_summary,True,1,2,110,196,24,44,True,True,False
189126_3,189126,comparison,True,1,2,148,199,32,43,True,True,False
189126_4,189126,entity_role,True,1,2,158,154,36,32,True,True,False
189126_5,189126,unanswerable,False,0,2,148,0,34,0,True,False,False
90936_1,90936,factoid,True,1,1,56,13,13,3,True,True,False
90936_2,90936,event_summary,True,1,2,63,155,15,36,True,True,False
90936_3,90936,cause_effect,True,1,2,41,112,10,27,True,True,False
90936_4,90936,entity_role,True,1,2,83,136,20,30,True,True,False
90936_5,90936,unanswerable,False,0,2,42,0,11,0,True,False,False
86521_1,86521,factoid,True,1,2,141,14,32,3,True,True,False
86521_2,86521,event_summary,True,1,2,105,181,25,42,True,True,False
86521_3,86521,cause_effect,True,1,2,161,112,34,28,True,True,False
86521_4,86521,entity_role,True,1,2,124,197,26,43,True,True,False
86521_5,86521,unanswerable,False,0,2,122,0,27,0,True,False,False
94819_1,94819,factoid,True,1,2,124,70,29,17,True,True,False
94819_2,94819,event_summary,True,2,2,106,349,23,75,True,True,False
94819_3,94819,entity_role,True,2,2,117,275,27,59,True,True,False
94819_4,94819,cause_effect,True,2,2,138,167,31,37,True,True,False
94819_5,94819,unanswerable,False,0,2,148,0,33,0,True,False,False
97976_1,97976,factoid,True,1,1,121,77,25,17,True,True,False
97976_2,97976,event_summary,True,1,1,104,210,24,46,True,True,False
97976_3,97976,cause_effect,True,1,1,110,169,24,38,True,True,False
97976_4,97976,entity_role,True,1,1,131,165,32,39,True,True,False
97976_5,97976,claim_verification,True,1,1,135,155,29,34,True,True,False
105728_1,105728,factoid,True,2,1,141,32,32,6,True,True,False
105728_2,105728,event_summary,True,1,2,85,284,20,64,True,True,False
105728_3,105728,cause_effect,True,1,2,137,163,31,35,True,True,False
105728_4,105728,entity_role,True,1,2,115,83,28,21,True,True,False
105728_5,105728,unanswerable,False,0,2,118,0,27,0,True,False,False
205443_1,205443,factoid,True,1,0,91,20,21,5,True,True,False
205443_2,205443,event_summary,True,1,0,88,324,20,74,True,True,False
205443_3,205443,cause_effect,True,1,0,112,154,27,36,True,True,False
205443_4,205443,entity_role,True,1,0,114,258,27,59,True,True,False
205443_5,205443,unanswerable,False,0,2,103,0,24,0,True,False,False
257503_1,257503,factoid,True,1,2,109,7,22,2,True,True,False
257503_2,257503,event_summary,True,1,2,100,228,22,50,True,True,False
257503_3,257503,entity_role,True,1,2,86,98,21,21,True,True,False
257503_4,257503,cause_effect,True,1,2,103,175,22,41,True,True,False
257503_5,257503,unanswerable,False,0,2,121,0,28,0,True,False,False
163737_1,163737,factoid,True,1,1,82,45,17,10,True,True,False
163737_2,163737,event_summary,True,1,1,72,148,16,32,True,True,False
163737_3,163737,cause_effect,True,1,1,89,104,21,25,True,True,False
163737_4,163737,entity_role,True,1,1,106,70,21,13,True,True,False
163737_5,163737,unanswerable,False,0,2,117,0,26,0,True,False,False
40970_1,40970,factoid,True,1,2,95,7,21,2,True,True,False
40970_2,40970,event_summary,True,1,2,112,162,26,34,True,True,False
40970_3,40970,comparison,True,1,2,114,126,26,28,True,True,False
40970_4,40970,entity_role,True,1,2,91,83,19,17,True,True,False
40970_5,40970,claim_verification,True,1,2,125,95,30,22,True,True,False
185000_1,185000,factoid,True,1,2,134,82,30,21,True,True,False
185000_2,185000,event_summary,True,1,2,112,190,24,39,True,True,False
185000_3,185000,cause_effect,True,1,2,113,197,28,45,True,True,False
185000_4,185000,entity_role,True,1,2,110,274,24,59,True,True,False
185000_5,185000,unanswerable,False,0,2,141,0,30,0,True,False,False
182307_1,182307,factoid,True,1,2,113,92,25,21,True,True,False
182307_2,182307,event_summary,True,1,2,144,210,33,48,True,True,False
182307_3,182307,comparison,True,1,2,136,185,26,38,True,True,False
182307_4,182307,cause_effect,True,1,2,144,234,31,51,True,True,False
182307_5,182307,unanswerable,False,0,2,137,0,30,0,True,False,False
192620_1,192620,factoid,True,1,1,125,51,27,12,True,True,False
192620_2,192620,event_summary,True,1,1,115,220,26,46,True,True,False
192620_3,192620,cause_effect,True,1,1,140,88,32,20,True,True,False
192620_4,192620,entity_role,True,1,1,122,227,27,50,True,True,False
192620_5,192620,unanswerable,False,0,2,147,0,32,0,True,False,False
107671_1,107671,factoid,True,1,2,103,57,22,11,True,True,False
107671_2,107671,event_summary,True,1,2,104,211,23,47,True,True,False
107671_3,107671,cause_effect,True,1,2,138,186,31,41,True,True,False
107671_4,107671,entity_role,True,1,2,106,229,25,51,True,True,False
107671_5,107671,unanswerable,False,0,2,129,0,28,0,True,False,False
160228_1,160228,factoid,True,1,0,80,20,18,4,True,True,False
160228_2,160228,event_summary,True,1,0,90,164,21,38,True,True,False
160228_3,160228,entity_role,True,1,0,103,168,23,40,True,True,False
160228_4,160228,cause_effect,True,1,0,109,169,25,38,True,True,False
160228_5,160228,unanswerable,False,0,2,146,0,33,0,True,False,False
228317_1,228317,factoid,True,1,2,116,6,25,1,True,True,False
228317_2,228317,event_summary,True,1,2,124,165,28,36,True,True,False
228317_3,228317,comparison,True,1,2,104,152,23,35,True,True,False
228317_4,228317,entity_role,True,1,2,144,124,28,24,True,True,False
228317_5,228317,unanswerable,False,0,2,112,0,22,0,True,False,False
225441_1,225441,factoid,True,1,2,71,34,15,8,True,True,False
225441_2,225441,event_summary,True,2,2,117,251,26,57,True,True,False
225441_3,225441,entity_role,True,1,2,114,162,24,36,True,True,False
225441_4,225441,cause_effect,True,1,2,89,125,19,31,True,True,False
225441_5,225441,unanswerable,False,0,2,116,0,27,0,True,False,False
49250_1,49250,factoid,True,1,0,131,60,30,10,True,True,False
49250_2,49250,event_summary,True,1,0,141,252,33,57,True,True,False
49250_3,49250,entity_role,True,1,0,154,244,36,57,True,True,False
49250_4,49250,cause_effect,True,1,0,158,238,36,55,True,True,False
49250_5,49250,unanswerable,False,0,2,139,0,32,0,True,False,False
167530_1,167530,factoid,True,1,1,59,72,14,15,True,True,False
167530_2,167530,event_summary,True,1,1,90,183,21,40,True,True,False
167530_3,167530,cause_effect,True,1,1,70,95,14,21,True,True,False
167530_4,167530,comparison,True,1,1,128,188,28,41,True,True,False
167530_5,167530,unanswerable,False,0,2,81,0,19,0,True,False,False
185632_1,185632,factoid,True,1,2,127,69,26,16,True,True,False
185632_2,185632,event_summary,True,1,2,46,208,11,42,True,True,False
185632_3,185632,cause_effect,True,1,2,69,144,13,30,True,True,False
185632_4,185632,comparison,True,1,2,101,193,22,42,True,True,False
185632_5,185632,unanswerable,False,0,2,101,0,20,0,True,False,False
129210_1,129210,factoid,True,1,1,97,75,22,19,True,True,False
129210_2,129210,event_summary,True,1,1,46,147,11,35,True,True,False
129210_3,129210,entity_role,True,1,1,87,141,20,33,True,True,False
129210_4,129210,cause_effect,True,1,1,93,180,21,39,True,True,False
129210_5,129210,unanswerable,False,0,2,107,0,24,0,True,False,False
217811_1,217811,factoid,True,1,2,107,8,23,2,True,True,False
217811_2,217811,event_summary,True,2,2,94,252,21,56,True,True,False
217811_3,217811,cause_effect,True,1,2,127,111,28,24,True,True,False
217811_4,217811,comparison,True,1,2,142,111,30,25,True,True,False
217811_5,217811,unanswerable,False,0,2,125,0,27,0,True,False,False
129568_1,129568,factoid,True,1,0,125,5,28,2,True,True,False
129568_2,129568,event_summary,True,1,0,97,208,22,48,True,True,False
129568_3,129568,entity_role,True,1,0,125,159,26,32,True,True,False
129568_4,129568,comparison,True,1,0,162,204,35,45,True,True,False
129568_5,129568,unanswerable,False,0,2,132,0,29,0,True,False,False
6798_1,6798,factoid,True,1,2,144,8,32,2,True,True,False
6798_2,6798,event_summary,True,1,2,101,220,23,46,True,True,False
6798_3,6798,comparison,True,1,2,133,214,31,47,True,True,False
6798_4,6798,entity_role,True,1,2,112,175,26,39,True,True,False
6798_5,6798,unanswerable,False,0,2,165,0,40,0,True,False,False
147505_1,147505,factoid,True,1,2,88,106,21,24,True,True,False
147505_2,147505,event_summary,True,1,2,105,169,22,39,True,True,False
147505_3,147505,comparison,True,1,2,131,95,27,20,True,True,False
147505_4,147505,cause_effect,True,1,2,123,133,29,31,True,True,False
147505_5,147505,unanswerable,False,0,2,156,0,35,0,True,False,False
45200_1,45200,factoid,True,1,2,98,7,22,1,True,True,False
45200_2,45200,event_summary,True,1,1,99,195,24,46,True,True,False
45200_3,45200,entity_role,True,1,1,99,110,22,25,True,True,False
45200_4,45200,cause_effect,True,1,1,111,106,25,25,True,True,False
45200_5,45200,unanswerable,False,0,2,136,0,32,0,True,False,False
179745_1,179745,factoid,True,2,2,144,69,34,17,True,True,False
179745_2,179745,event_summary,True,2,2,121,280,29,61,True,True,False
179745_3,179745,cause_effect,True,2,2,154,226,35,48,True,True,False
179745_4,179745,entity_role,True,2,2,142,251,35,55,True,True,False
179745_5,179745,unanswerable,False,0,2,127,0,30,0,True,False,False
cross_149321_152478_701_1,"152478,149321,701",multi_doc_comparison,True,1,0,174,1160,39,243,True,True,False
cross_149321_152478_701_2,"152478,149321,701",timeline,False,0,1,384,0,82,0,True,False,False
cross_149561_152434_152829_1,"152434,152829,149561",multi_doc_comparison,True,1,0,327,789,72,164,True,True,False
cross_149561_152434_152829_2,"152434,152829,149561",timeline,False,0,2,217,0,50,0,True,False,False
cross_75830_76614_77248_1,"77248,76614,75830",multi_doc_comparison,True,1,1,178,638,38,130,True,True,False
cross_75830_76614_77248_2,"77248,76614,75830",multi_doc_comparison,False,0,2,174,0,37,0,True,False,False
cross_155378_75382_75435_1,"75435,75382,155378",multi_doc_comparison,True,1,0,216,399,46,87,True,True,False
cross_155378_75382_75435_2,"75435,75382,155378",multi_doc_comparison,False,0,1,185,0,42,0,True,False,False
cross_102990_180340_3861_1,"180340,102990,3861",multi_doc_comparison,True,1,1,224,573,48,116,True,True,False
cross_102990_180340_3861_2,"180340,102990,3861",multi_doc_comparison,False,0,1,109,0,25,0,True,False,False
cross_98051_98968_99113_1,"99113,98968,98051",timeline,True,1,0,239,1539,51,318,True,True,False
cross_98051_98968_99113_2,"99113,98968,98051",multi_doc_comparison,False,0,2,248,0,52,0,True,False,False
cross_164345_169966_93133_1,"169966,164345,93133",multi_doc_comparison,True,1,0,219,647,48,140,True,True,False
cross_164345_169966_93133_2,"169966,164345,93133",multi_doc_comparison,False,0,1,209,0,46,0,True,False,False
cross_157260_80401_82503_1,"157260,80401,82503",multi_doc_comparison,True,1,1,222,577,50,130,True,True,False
cross_157260_80401_82503_2,"157260,80401,82503",multi_doc_comparison,False,0,1,194,0,44,0,True,False,False
cross_188055_54620_63909_1,"54620,188055,63909",multi_doc_comparison,True,1,1,183,633,41,135,True,True,False
cross_188055_54620_63909_2,"54620,188055,63909",timeline,False,0,2,299,0,66,0,True,False,False
cross_17668_183018_183778_1,"17668,183018,183778",multi_doc_comparison,True,1,0,231,645,52,136,True,True,False
cross_17668_183018_183778_2,"17668,183018,183778",timeline,False,0,1,255,0,58,0,True,False,False
cross_191273_194908_194960_1,"194960,194908,191273",multi_doc_comparison,True,1,0,200,493,45,99,True,True,False
cross_191273_194908_194960_2,"194960,194908,191273",timeline,False,0,2,197,0,41,0,True,False,False
cross_111170_112943_113142_1,"113142,111170,112943",multi_doc_comparison,True,1,0,180,408,38,81,True,True,False
cross_111170_112943_113142_2,"113142,111170,112943",timeline,True,1,0,213,582,46,122,True,True,False
cross_26262_26490_26742_1,"26490,26742,26262",multi_doc_comparison,True,1,0,237,642,53,142,True,True,False
cross_26262_26490_26742_2,"26490,26742,26262",multi_doc_comparison,False,0,1,236,0,50,0,True,False,False
cross_203950_204862_27254_1,"27254,203950,204862",multi_doc_comparison,True,1,1,283,576,65,130,True,True,False
cross_203950_204862_27254_2,"27254,203950,204862",multi_doc_comparison,False,0,1,253,0,57,0,True,False,False
cross_213660_213662_29758_1,"29758,213662,213660",multi_doc_comparison,True,1,0,178,815,41,188,True,True,False
cross_213660_213662_29758_2,"29758,213662,213660",timeline,False,0,2,223,0,49,0,True,False,False
cross_117298_206710_27606_1,"117298,206710,27606",multi_doc_comparison,True,1,0,223,920,52,195,True,True,False
cross_117298_206710_27606_2,"117298,206710,27606",multi_doc_comparison,False,0,2,209,0,49,0,True,False,False
cross_216978_217241_218337_1,"216978,217241,218337",multi_doc_comparison,True,1,1,141,600,29,126,True,True,False
cross_216978_217241_218337_2,"216978,217241,218337",multi_doc_comparison,False,0,2,174,0,37,0,True,False,False
cross_122101_122838_32239_1,"122838,32239,122101",multi_doc_comparison,True,1,0,445,903,96,181,True,True,False
cross_122101_122838_32239_2,"122838,32239,122101",timeline,False,0,1,308,0,72,0,True,False,False
cross_124343_219980_37407_1,"124343,37407,219980",multi_doc_comparison,True,2,2,135,488,30,98,True,True,False
cross_124343_219980_37407_2,"124343,37407,219980",timeline,True,2,2,143,549,32,111,True,True,False
cross_237171_45707_46577_1,"45707,46577,237171",multi_doc_comparison,True,1,0,239,712,56,163,True,True,False
cross_237171_45707_46577_2,"45707,46577,237171",multi_doc_comparison,False,0,2,232,0,53,0,True,False,False
cross_137481_244028_246551_1,"246551,244028,137481",multi_doc_comparison,True,1,1,215,562,51,127,True,True,False
cross_137481_244028_246551_2,"246551,244028,137481",timeline,True,1,1,162,667,38,149,True,True,False
cross_147107_147549_147580_1,"147580,147107,147549",multi_doc_comparison,True,1,0,249,716,56,149,True,True,False
cross_147107_147549_147580_2,"147580,147107,147549",timeline,False,1,1,214,661,49,143,True,True,False
cross_146069_247725_247856_1,"247725,146069,247856",multi_doc_comparison,True,1,0,202,789,42,162,True,True,False
cross_146069_247725_247856_2,"247725,146069,247856",multi_doc_comparison,False,0,1,167,0,36,0,True,False,False
cross_260130_69211_69638_1,"260130,69211,69638",multi_doc_comparison,True,1,1,199,548,45,123,True,True,False
cross_260130_69211_69638_2,"260130,69211,69638",multi_doc_comparison,False,0,1,222,0,47,0,True,False,False
cross_258128_67168_68175_1,"67168,68175,258128",multi_doc_comparison,True,1,1,223,780,52,169,True,True,False
cross_258128_67168_68175_2,"67168,68175,258128",multi_doc_comparison,False,0,2,280,0,63,0,True,False,False
