id,category,title_chars,description_chars,content_chars,title_tokens,description_tokens,content_tokens,has_title,has_description,has_content,has_mojibake
161138,Giải trí,71,155,1050,18,35,225,True,True,True,False
204904,Pháp luật,46,143,2320,11,31,515,True,True,True,False
219340,Thể thao,43,108,1340,9,21,295,True,True,True,False
151629,Bất động sản,75,220,2400,18,52,526,True,True,True,False
162416,Giải trí,68,240,2506,14,52,565,True,True,True,False
71468,Đời sống,58,166,1683,13,38,379,True,True,True,False
142611,Thời sự,80,243,11568,17,50,2527,True,True,True,False
123384,Thể thao,96,212,3951,20,47,857,True,True,True,False
240895,Thời sự,69,114,2470,16,27,539,True,True,True,False
140485,Thời sự,67,175,3125,15,40,697,True,True,True,False
135220,Thời sự,58,123,1859,15,27,414,True,True,True,False
241578,Thời sự,58,159,1095,14,36,245,True,True,True,False
159651,Giải trí,69,81,3669,17,19,813,True,True,True,False
130392,Thể thao,73,218,3420,16,46,757,True,True,True,False
247204,Thời sự,65,182,2613,15,43,610,True,True,True,False
246751,Thời sự,50,159,1135,13,35,251,True,True,True,False
45723,Thời sự,68,131,1526,15,29,347,True,True,True,False
71995,Đời sống,70,150,2713,17,35,614,True,True,True,False
110679,Kinh doanh,64,177,2068,13,36,429,True,True,True,False
151701,Bất động sản,74,222,1793,17,47,393,True,True,True,False
249878,Xe,61,181,6563,14,39,1461,True,True,True,False
56147,Khoa học công nghệ,60,171,2140,12,36,459,True,True,True,False
170715,Giải trí,75,221,2872,17,50,616,True,True,True,False
106486,Kinh doanh,49,218,7405,12,49,1621,True,True,True,False
136697,Thời sự,75,194,1654,16,43,365,True,True,True,False
250451,Xe,76,197,1699,17,48,373,True,True,True,False
134733,Thời sự,61,126,1190,13,27,268,True,True,True,False
45058,Thời sự,23,101,1097,6,23,247,True,True,True,False
190582,Kinh doanh,49,120,794,11,28,172,True,True,True,False
145050,Xe,70,190,2404,16,43,540,True,True,True,False
177700,Giáo dục,40,111,3182,8,24,688,True,True,True,False
199577,Kinh doanh,73,185,2693,15,41,596,True,True,True,False
157216,Giải trí,73,135,2642,17,31,580,True,True,True,False
172477,Giáo dục,59,210,2762,13,46,623,True,True,True,False
5075,Giáo dục,84,187,5166,18,40,1091,True,True,True,False
14418,Giải trí,69,144,2421,16,32,542,True,True,True,False
47539,Xe,64,154,1772,15,33,385,True,True,True,False
141823,Thời sự,63,162,5547,13,33,1197,True,True,True,False
96845,Giáo dục,60,148,7022,13,30,1520,True,True,True,False
152876,Bất động sản,65,152,1808,15,36,405,True,True,True,False
115089,Sức khỏe,52,203,1353,12,45,302,True,True,True,False
132922,Thời sự,89,279,4515,20,61,1026,True,True,True,False
42890,Thời sự,69,206,6902,17,43,1448,True,True,True,False
129552,Thể thao,67,141,3149,15,30,681,True,True,True,False
55991,Khoa học công nghệ,65,124,2135,13,26,465,True,True,True,False
58394,Khoa học công nghệ,57,258,3766,12,55,813,True,True,True,False
143938,Xe,45,197,2368,9,44,515,True,True,True,False
241126,Thời sự,62,173,2169,14,38,479,True,True,True,False
113844,Kinh doanh,78,296,3426,16,62,701,True,True,True,False
262288,Đời sống,78,117,1954,17,26,426,True,True,True,False
182501,Khoa học công nghệ,72,170,2370,16,38,501,True,True,True,False
71736,Đời sống,72,171,1743,17,39,386,True,True,True,False
129605,Thể thao,83,218,2112,17,46,470,True,True,True,False
238673,Thời sự,58,191,1807,13,39,393,True,True,True,False
168191,Giải trí,46,104,2088,11,23,447,True,True,True,False
83180,Giải trí,68,140,2935,13,25,629,True,True,True,False
76603,Du lịch,74,305,2575,17,67,546,True,True,True,False
26172,Pháp luật,64,92,2006,14,20,432,True,True,True,False
48422,Xe,90,80,3318,20,17,722,True,True,True,False
10357,Giải trí,71,158,3566,16,35,738,True,True,True,False
150461,Bất động sản,54,223,3890,11,44,826,True,True,True,False
208199,Sức khỏe,74,223,4526,19,52,1002,True,True,True,False
197366,Kinh doanh,77,166,1937,16,35,422,True,True,True,False
109047,Kinh doanh,74,158,3007,17,33,651,True,True,True,False
194955,Kinh doanh,52,110,3674,11,24,794,True,True,True,False
174052,Giáo dục,58,238,4458,12,52,957,True,True,True,False
235569,Thể thao,63,127,1375,14,28,293,True,True,True,False
263977,Đời sống,65,83,3965,14,18,881,True,True,True,False
126463,Thể thao,44,255,1958,8,52,422,True,True,True,False
191329,Kinh doanh,78,215,4314,18,47,937,True,True,True,False
105324,Kinh doanh,67,219,1109,14,47,239,True,True,True,False
133877,Thời sự,60,129,2462,14,29,541,True,True,True,False
7726,Giải trí,71,221,5938,15,46,1273,True,True,True,False
107832,Kinh doanh,56,142,3300,13,33,731,True,True,True,False
7478,Giải trí,63,160,5336,14,35,1180,True,True,True,False
176626,Giáo dục,79,212,2572,17,48,573,True,True,True,False
333,Bất động sản,91,198,2010,22,47,453,True,True,True,False
46917,Thời sự,68,132,1919,16,31,427,True,True,True,False
223166,Thể thao,61,155,1783,12,35,370,True,True,True,False
164636,Giải trí,54,231,2830,11,50,609,True,True,True,False
250941,Xe,75,156,1660,19,37,350,True,True,True,False
130330,Thể thao,86,109,3102,19,25,666,True,True,True,False
117668,Thế giới,44,211,1814,11,47,401,True,True,True,False
240774,Thời sự,55,133,5662,12,26,1200,True,True,True,False
181836,Khoa học công nghệ,77,191,5095,16,40,1072,True,True,True,False
188472,Kinh doanh,50,184,2928,12,41,649,True,True,True,False
131921,Thời sự,55,150,6690,15,36,1529,True,True,True,False
62618,Khoa học công nghệ,32,137,1864,9,29,405,True,True,True,False
3325,Giáo dục,92,140,3107,20,30,651,True,True,True,False
187037,Khoa học công nghệ,40,128,2446,8,28,491,True,True,True,False
139927,Thời sự,76,136,1591,16,30,350,True,True,True,False
171327,Giải trí,58,177,1181,13,40,255,True,True,True,False
100815,Giáo dục,65,149,4557,15,33,1018,True,True,True,False
256694,Đời sống,53,119,3705,13,27,862,True,True,True,False
223446,Thể thao,59,132,2067,13,25,437,True,True,True,False
221825,Thể thao,65,114,3688,15,24,776,True,True,True,False
226588,Thể thao,67,138,2465,13,25,488,True,True,True,False
99999,Giáo dục,76,197,3834,16,47,859,True,True,True,False
96844,Giáo dục,69,218,4133,17,47,937,True,True,True,False
114451,Sức khỏe,81,232,3421,17,52,722,True,True,True,False
224128,Thể thao,63,161,2133,16,36,479,True,True,True,False
88886,Giải trí,73,186,2920,15,42,639,True,True,True,False
138826,Thời sự,76,232,4106,18,52,902,True,True,True,False
207442,Sức khỏe,60,168,2891,13,38,647,True,True,True,False
40620,Thể thao,62,111,1787,13,24,378,True,True,True,False
90106,Giải trí,58,140,2103,14,31,463,True,True,True,False
256768,Đời sống,73,123,2938,16,29,650,True,True,True,False
51162,Xe,64,108,1696,15,25,367,True,True,True,False
115735,Sức khỏe,64,209,5083,14,47,1094,True,True,True,False
158852,Giải trí,56,120,2353,13,26,505,True,True,True,False
16213,Giải trí,63,123,2020,13,25,433,True,True,True,False
249074,Xe,58,163,2363,14,38,524,True,True,True,False
14851,Giải trí,49,120,2117,10,24,411,True,True,True,False
88980,Giải trí,70,117,2811,15,26,620,True,True,True,False
109080,Kinh doanh,31,140,1371,7,32,315,True,True,True,False
224083,Thể thao,58,149,1210,12,34,261,True,True,True,False
73057,Đời sống,66,180,1909,14,40,415,True,True,True,False
33778,Thế giới,61,151,1968,13,31,423,True,True,True,False
57400,Khoa học công nghệ,55,184,6321,11,39,1374,True,True,True,False
69575,Đời sống,60,192,3677,14,41,814,True,True,True,False
114595,Sức khỏe,39,108,1183,9,24,255,True,True,True,False
144429,Xe,79,223,3196,17,48,702,True,True,True,False
208524,Sức khỏe,54,133,3016,13,30,683,True,True,True,False
27301,Pháp luật,40,231,5087,8,54,1132,True,True,True,False
251953,Xe,77,208,6988,18,48,1564,True,True,True,False
14523,Giải trí,88,224,6767,19,52,1444,True,True,True,False
29921,Sức khỏe,63,199,2072,14,45,460,True,True,True,False
228991,Thể thao,52,140,3556,10,29,740,True,True,True,False
138734,Thời sự,55,92,3920,12,22,886,True,True,True,False
101359,Giáo dục,66,273,1743,13,58,377,True,True,True,False
4871,Giáo dục,33,161,4728,7,34,1021,True,True,True,False
37056,Thể thao,67,125,2316,14,26,460,True,True,True,False
167563,Giải trí,69,190,1697,16,43,363,True,True,True,False
43901,Thời sự,35,172,3758,8,40,834,True,True,True,False
136766,Thời sự,33,164,8363,8,37,1837,True,True,True,True
137210,Thời sự,68,216,2185,16,49,472,True,True,True,False
176498,Giáo dục,28,147,3927,7,35,882,True,True,True,False
9197,Giải trí,68,152,3040,15,34,659,True,True,True,False
64706,Khoa học công nghệ,73,205,1571,16,44,345,True,True,True,False
109408,Kinh doanh,66,238,2936,15,52,624,True,True,True,False
180682,Giáo dục,67,109,969,15,24,215,True,True,True,False
235242,Thể thao,50,120,937,12,24,198,True,True,True,False
1074,Bất động sản,54,161,3789,12,36,828,True,True,True,False
199889,Kinh doanh,53,136,1403,11,29,295,True,True,True,False
240582,Thời sự,67,177,1453,15,41,325,True,True,True,False
51298,Xe,69,145,2656,17,34,557,True,True,True,False
226747,Thể thao,59,122,3420,10,24,691,True,True,True,False
74265,Đời sống,78,175,4266,16,35,953,True,True,True,False
67460,Đời sống,70,209,3771,15,46,839,True,True,True,False
205802,Sức khỏe,74,191,3504,17,45,785,True,True,True,False
82652,Giải trí,69,93,1874,16,22,436,True,True,True,False
86680,Giải trí,63,224,3977,14,51,869,True,True,True,False
57065,Khoa học công nghệ,50,123,1532,10,26,334,True,True,True,False
36177,Thế giới,65,117,2690,15,24,586,True,True,True,False
106488,Kinh doanh,75,222,3668,17,50,817,True,True,True,False
1547,Du lịch,59,127,2213,14,27,485,True,True,True,False
192784,Kinh doanh,62,179,1201,14,39,261,True,True,True,False
89368,Giải trí,41,164,2945,10,35,649,True,True,True,False
79305,Du lịch,67,167,1986,16,37,439,True,True,True,False
4554,Giáo dục,45,127,4003,11,27,834,True,True,True,False
199726,Kinh doanh,47,143,5725,10,31,1243,True,True,True,False
124,Bất động sản,97,193,2843,21,42,615,True,True,True,False
74004,Đời sống,60,186,3790,15,42,867,True,True,True,False
110674,Kinh doanh,78,82,2260,17,18,489,True,True,True,False
97380,Giáo dục,76,178,3227,16,38,701,True,True,True,False
179795,Giáo dục,63,172,561,14,36,118,True,True,True,False
215378,Thế giới,70,140,2349,17,30,510,True,True,True,False
156744,Giải trí,49,152,2960,12,35,659,True,True,True,False
228295,Thể thao,54,116,1501,11,23,316,True,True,True,False
160234,Giải trí,71,102,968,17,21,211,True,True,True,False
31739,Sức khỏe,29,198,2295,7,45,504,True,True,True,False
168556,Giải trí,72,135,1840,17,31,428,True,True,True,False
60971,Khoa học công nghệ,39,98,1963,9,23,439,True,True,True,False
216161,Thế giới,57,137,2308,13,30,494,True,True,True,False
63275,Khoa học công nghệ,68,86,2355,13,18,518,True,True,True,False
262803,Đời sống,74,118,3751,17,27,822,True,True,True,False
171147,Giải trí,40,82,1371,9,19,295,True,True,True,False
4473,Giáo dục,44,121,53640,11,27,11740,True,True,True,True
168158,Giải trí,47,149,2809,10,33,619,True,True,True,False
262489,Đời sống,77,190,3073,15,42,674,True,True,True,False
52922,Khoa học công nghệ,69,236,2261,14,48,476,True,True,True,False
249087,Xe,79,170,3529,18,37,749,True,True,True,False
102961,Giáo dục,61,182,939,13,41,206,True,True,True,False
23852,Kinh doanh,55,174,3183,12,34,688,True,True,True,False
172782,Giáo dục,80,163,3031,17,36,665,True,True,True,False
184313,Khoa học công nghệ,50,222,4849,10,45,1023,True,True,True,False
137611,Thời sự,56,222,5676,13,50,1257,True,True,True,False
77264,Du lịch,55,145,3706,13,33,784,True,True,True,False
237898,Thời sự,70,140,4132,16,33,932,True,True,True,False
262363,Đời sống,62,129,1978,14,28,426,True,True,True,False
232891,Thể thao,57,131,1662,13,25,319,True,True,True,False
57673,Khoa học công nghệ,49,190,1336,11,40,296,True,True,True,False
219445,Thể thao,60,169,1483,12,37,299,True,True,True,False
141071,Thời sự,39,215,6283,9,47,1383,True,True,True,False
160064,Giải trí,33,202,3134,7,42,659,True,True,True,False
92987,Giải trí,43,123,3470,10,29,770,True,True,True,False
66505,Đời sống,72,158,3514,15,34,765,True,True,True,False
213079,Sức khỏe,43,105,3053,10,23,659,True,True,True,False
164410,Giải trí,72,161,5784,17,36,1279,True,True,True,False
186080,Khoa học công nghệ,71,208,3809,16,47,849,True,True,True,False
255532,Xe,50,202,1085,12,47,242,True,True,True,False
29194,Sức khỏe,74,215,3261,15,49,717,True,True,True,False
142454,Thời sự,23,109,6141,5,23,1356,True,True,True,False
93022,Giải trí,51,103,904,12,23,182,True,True,True,False
52570,Xe,42,115,2149,10,25,485,True,True,True,False
57537,Khoa học công nghệ,33,201,2082,8,42,450,True,True,True,False
71422,Đời sống,58,127,3199,14,28,716,True,True,True,False
123546,Thể thao,39,318,2806,8,67,582,True,True,True,False
41015,Thể thao,44,194,1937,8,42,402,True,True,True,False
34536,Thế giới,63,231,2371,14,52,525,True,True,True,False
111109,Kinh doanh,83,190,1911,17,41,404,True,True,True,False
206995,Sức khỏe,75,162,1454,18,35,320,True,True,True,False
199056,Kinh doanh,70,199,2263,16,46,500,True,True,True,False
72632,Đời sống,56,170,3862,12,38,867,True,True,True,True
261561,Đời sống,64,184,1727,16,43,384,True,True,True,False
185768,Khoa học công nghệ,79,191,2121,17,42,453,True,True,True,False
242794,Thời sự,79,117,822,18,25,175,True,True,True,False
53922,Khoa học công nghệ,67,158,5422,14,32,1163,True,True,True,False
140312,Thời sự,55,219,3573,13,47,767,True,True,True,False
64484,Khoa học công nghệ,57,139,1788,14,28,390,True,True,True,False
227845,Thể thao,65,146,1572,15,32,342,True,True,True,False
128011,Thể thao,62,115,4016,11,25,875,True,True,True,False
225350,Thể thao,58,148,3294,12,29,687,True,True,True,False
243791,Thời sự,73,169,2770,19,39,624,True,True,True,False
72429,Đời sống,62,146,3664,14,31,829,True,True,True,False
187056,Khoa học công nghệ,53,237,4988,12,52,1109,True,True,True,False
63198,Khoa học công nghệ,56,83,1941,13,17,409,True,True,True,False
31850,Sức khỏe,62,217,5210,13,52,1127,True,True,True,False
105496,Kinh doanh,67,206,2199,15,47,472,True,True,True,False
117298,Sức khỏe,67,346,3673,15,78,807,True,True,True,False
244942,Thời sự,67,114,792,17,27,179,True,True,True,False
73462,Đời sống,81,165,4353,16,33,954,True,True,True,False
167605,Giải trí,64,149,2512,16,35,552,True,True,True,False
206785,Sức khỏe,69,170,1374,17,40,310,True,True,True,False
208488,Sức khỏe,79,154,1313,19,34,283,True,True,True,False
74049,Đời sống,64,243,1866,14,56,412,True,True,True,False
110816,Kinh doanh,72,106,2393,17,23,532,True,True,True,False
239644,Thời sự,65,172,1419,16,40,308,True,True,True,False
253534,Xe,68,122,4593,18,30,995,True,True,True,False
55640,Khoa học công nghệ,53,93,1468,11,20,325,True,True,True,False
48009,Xe,66,88,2428,16,19,517,True,True,True,False
257290,Đời sống,71,215,4818,18,50,1081,True,True,True,False
248452,Xe,79,150,2170,17,31,466,True,True,True,False
254608,Xe,58,176,4573,15,39,982,True,True,True,False
232618,Thể thao,57,158,2289,11,30,452,True,True,True,False
243350,Thời sự,65,148,2032,15,35,451,True,True,True,False
155033,Du lịch,58,182,3913,14,43,849,True,True,True,False
199846,Kinh doanh,73,201,3873,17,43,857,True,True,True,False
236642,Thể thao,37,105,774,8,23,164,True,True,True,False
27486,Pháp luật,56,135,938,14,32,211,True,True,True,False
189782,Kinh doanh,60,114,4898,13,25,1050,True,True,True,False
104334,Kinh doanh,64,177,1845,15,42,414,True,True,True,False
146137,Xe,79,196,5763,17,44,1242,True,True,True,False
81944,Giải trí,56,147,2024,13,34,444,True,True,True,False
109343,Kinh doanh,81,162,1679,16,31,359,True,True,True,False
24875,Kinh doanh,57,224,2320,14,47,495,True,True,True,False
83209,Giải trí,56,127,2647,12,28,587,True,True,True,False
69958,Đời sống,63,147,3614,14,32,809,True,True,True,False
169914,Giải trí,57,95,6286,14,22,1398,True,True,True,False
21518,Kinh doanh,59,150,4534,11,31,961,True,True,True,False
255980,Đời sống,79,208,3087,18,45,680,True,True,True,False
185594,Khoa học công nghệ,48,176,2522,9,35,512,True,True,True,False
202040,Kinh doanh,55,155,2777,11,31,570,True,True,True,False
106773,Kinh doanh,39,121,1595,9,27,344,True,True,True,False
246138,Thời sự,79,184,1101,19,41,249,True,True,True,False
165244,Giải trí,49,164,3589,11,36,783,True,True,True,False
62916,Khoa học công nghệ,64,119,1998,13,22,418,True,True,True,False
42649,Thời sự,37,222,6206,9,52,1330,True,True,True,False
111917,Kinh doanh,76,130,1690,16,29,366,True,True,True,False
161431,Giải trí,64,132,3072,15,29,659,True,True,True,False
84885,Giải trí,60,137,3359,13,29,757,True,True,True,False
217744,Thế giới,66,131,1172,14,28,244,True,True,True,False
217478,Thế giới,75,169,1374,15,34,291,True,True,True,False
49535,Xe,59,143,1320,14,33,290,True,True,True,False
205349,Sức khỏe,61,106,3094,13,26,665,True,True,True,False
237900,Thời sự,69,159,931,16,38,210,True,True,True,False
49734,Xe,72,207,4265,16,44,941,True,True,True,False
121342,Thế giới,52,194,2408,9,40,507,True,True,True,False
111821,Kinh doanh,63,188,4810,13,40,1054,True,True,True,False
56264,Khoa học công nghệ,48,199,1418,11,38,306,True,True,True,False
5230,Giáo dục,76,156,3659,17,31,786,True,True,True,False
224271,Thể thao,64,111,3486,15,25,754,True,True,True,False
99559,Giáo dục,67,162,5082,15,33,1106,True,True,True,False
68241,Đời sống,84,244,2567,17,52,555,True,True,True,False
21140,Kinh doanh,82,134,3239,16,29,672,True,True,True,False
152797,Bất động sản,56,148,2104,12,33,452,True,True,True,False
172939,Giáo dục,79,248,3939,19,54,865,True,True,True,False
258763,Đời sống,77,225,7852,18,49,1757,True,True,True,False
165320,Giải trí,78,125,6772,19,27,1522,True,True,True,False
197945,Kinh doanh,62,104,3908,13,23,873,True,True,True,False
127015,Thể thao,101,141,2884,21,29,616,True,True,True,False
9123,Giải trí,72,147,3008,16,32,647,True,True,True,False
199233,Kinh doanh,38,195,2248,9,41,463,True,True,True,False
4776,Giáo dục,63,164,3110,13,36,645,True,True,True,False
249060,Xe,69,236,3677,18,53,804,True,True,True,False
130801,Thể thao,73,126,3361,15,26,711,True,True,True,False
147073,Xe,47,236,2194,11,53,493,True,True,True,False
75625,Du lịch,68,287,2348,16,64,524,True,True,True,False
29352,Sức khỏe,54,153,4193,12,33,909,True,True,True,False
124634,Thể thao,72,191,1882,16,41,398,True,True,True,False
177764,Giáo dục,70,138,1067,15,29,225,True,True,True,False
90554,Giải trí,60,159,2401,13,33,541,True,True,True,False
81459,Giải trí,80,159,2349,17,36,532,True,True,True,False
77325,Du lịch,44,363,2707,9,82,589,True,True,True,False
96150,Giáo dục,67,162,5176,15,35,1096,True,True,True,False
208092,Sức khỏe,52,116,1421,12,27,312,True,True,True,False
211710,Sức khỏe,61,113,3258,14,25,694,True,True,True,False
75574,Du lịch,52,347,2865,12,78,630,True,True,True,False
48193,Xe,98,196,5345,18,41,1175,True,True,True,False
248128,Xe,76,233,1229,18,51,268,True,True,True,False
167456,Giải trí,59,243,3160,15,58,681,True,True,True,False
223500,Thể thao,56,141,3959,13,29,880,True,True,True,False
113795,Kinh doanh,79,118,1658,14,23,353,True,True,True,False
50029,Xe,48,150,3369,10,35,718,True,True,True,False
222599,Thể thao,66,126,224,16,30,50,True,True,True,False
74194,Đời sống,57,234,4420,13,49,931,True,True,True,False
36533,Thể thao,53,156,1744,11,32,375,True,True,True,False
113008,Kinh doanh,59,194,1831,13,41,401,True,True,True,False
37004,Thể thao,47,107,1518,11,26,337,True,True,True,False
200705,Kinh doanh,67,140,2631,15,29,561,True,True,True,False
94152,Giải trí,62,194,2651,14,43,588,True,True,True,False
62730,Khoa học công nghệ,45,202,2315,10,43,506,True,True,True,False
240279,Thời sự,78,184,2450,19,41,550,True,True,True,False
62936,Khoa học công nghệ,35,119,1689,9,24,378,True,True,True,False
116180,Sức khỏe,75,210,4398,16,47,939,True,True,True,False
183778,Khoa học công nghệ,59,127,5255,14,29,1141,True,True,True,False
27666,Sức khỏe,58,186,2971,16,42,650,True,True,True,False
152719,Bất động sản,31,191,967,8,42,223,True,True,True,False
21588,Kinh doanh,92,213,292,20,48,63,True,True,True,False
68734,Đời sống,70,116,1362,17,29,317,True,True,True,False
207094,Sức khỏe,65,138,2980,16,31,656,True,True,True,False
64950,Khoa học công nghệ,60,150,1521,13,33,334,True,True,True,False
51836,Xe,59,130,1356,14,32,311,True,True,True,False
160684,Giải trí,35,190,2147,7,42,469,True,True,True,False
41512,Thể thao,69,123,1208,14,26,252,True,True,True,False
78094,Du lịch,53,125,1723,13,27,374,True,True,True,False
178583,Giáo dục,58,109,1756,14,25,370,True,True,True,False
139128,Thời sự,72,99,1100,18,23,248,True,True,True,False
255615,Đời sống,65,234,3072,16,58,675,True,True,True,False
262576,Đời sống,69,105,981,16,23,215,True,True,True,False
170601,Giải trí,73,185,2173,16,39,463,True,True,True,False
256662,Đời sống,62,105,2421,16,26,543,True,True,True,False
175170,Giáo dục,70,190,1869,16,44,417,True,True,True,False
198399,Kinh doanh,46,163,2266,11,35,491,True,True,True,False
224127,Thể thao,46,139,1726,10,31,379,True,True,True,False
194080,Kinh doanh,71,170,2053,15,36,437,True,True,True,False
250783,Xe,64,156,1534,14,35,332,True,True,True,False
258671,Đời sống,74,188,4485,17,42,999,True,True,True,False
104974,Kinh doanh,59,144,7199,14,32,1563,True,True,True,False
28452,Sức khỏe,64,216,2536,13,47,556,True,True,True,False
181880,Khoa học công nghệ,79,117,2034,18,25,431,True,True,True,False
131870,Thời sự,64,175,2264,16,37,498,True,True,True,False
40118,Thể thao,90,213,9282,18,44,1972,True,True,True,False
216360,Thế giới,68,209,1207,15,44,251,True,True,True,False
115582,Sức khỏe,79,113,5301,16,23,1166,True,True,True,False
56039,Khoa học công nghệ,37,148,1624,9,33,376,True,True,True,False
38328,Thể thao,34,222,3494,9,50,770,True,True,True,True
107152,Kinh doanh,48,279,7200,12,61,1584,True,True,True,False
29309,Sức khỏe,53,185,7242,10,42,1553,True,True,True,False
18535,Kinh doanh,87,230,5278,19,50,1104,True,True,True,False
32082,Thế giới,49,217,4898,10,47,1057,True,True,True,False
170487,Giải trí,74,244,4435,15,47,956,True,True,True,False
111558,Kinh doanh,74,273,4708,16,57,1027,True,True,True,False
7968,Giải trí,66,121,4256,14,27,925,True,True,True,False
155046,Du lịch,76,163,1462,17,36,334,True,True,True,False
14244,Giải trí,93,196,2710,20,44,586,True,True,True,False
238118,Thời sự,47,75,3036,10,17,672,True,True,True,False
26456,Pháp luật,65,184,2320,14,40,498,True,True,True,False
145077,Xe,64,96,1712,12,19,367,True,True,True,False
49829,Xe,85,177,2912,20,38,639,True,True,True,False
21623,Kinh doanh,81,134,5467,15,26,1131,True,True,True,False
62604,Khoa học công nghệ,58,111,2791,13,23,599,True,True,True,False
23783,Kinh doanh,68,238,5474,13,53,1159,True,True,True,False
341,Bất động sản,77,224,4409,17,49,977,True,True,True,False
162577,Giải trí,68,163,2002,14,35,433,True,True,True,False
73953,Đời sống,54,142,2309,12,32,521,True,True,True,False
17095,Khoa học công nghệ,87,218,2839,17,45,571,True,True,True,False
32879,Thế giới,48,161,3983,11,36,859,True,True,True,False
23577,Kinh doanh,81,113,4805,19,27,1069,True,True,True,False
148214,Xe,54,107,2460,12,25,552,True,True,True,False
164647,Giải trí,74,207,4040,17,45,913,True,True,True,False
169966,Giải trí,60,176,3342,13,39,741,True,True,True,False
104298,Kinh doanh,72,193,2242,16,46,510,True,True,True,False
260381,Đời sống,64,121,720,16,30,157,True,True,True,False
105960,Kinh doanh,75,97,2591,16,21,551,True,True,True,False
259436,Đời sống,57,106,2370,15,24,526,True,True,True,False
153336,Bất động sản,36,238,4049,8,53,876,True,True,True,False
199730,Kinh doanh,64,249,3728,12,51,799,True,True,True,False
70404,Đời sống,70,142,4551,18,32,1037,True,True,True,False
190686,Kinh doanh,70,191,3679,17,43,842,True,True,True,False
36131,Thế giới,57,126,2493,12,27,520,True,True,True,False
133474,Thời sự,60,173,4059,14,36,897,True,True,True,False
157799,Giải trí,54,162,4119,12,37,906,True,True,True,False
194966,Kinh doanh,73,166,3143,16,36,673,True,True,True,False
145940,Xe,73,219,5381,17,47,1180,True,True,True,False
33416,Thế giới,69,238,4204,16,54,926,True,True,True,False
179154,Giáo dục,65,234,4855,15,50,1084,True,True,True,False
64445,Khoa học công nghệ,48,88,2069,11,19,450,True,True,True,False
100352,Giáo dục,70,132,5830,14,30,1267,True,True,True,False
192903,Kinh doanh,65,240,1493,15,48,332,True,True,True,False
143276,Xe,88,224,3463,17,48,738,True,True,True,False
171588,Giải trí,63,142,1909,13,32,422,True,True,True,False
101414,Giáo dục,67,255,4224,15,57,929,True,True,True,False
148060,Xe,70,138,2031,16,30,436,True,True,True,False
23656,Kinh doanh,84,212,3086,17,45,649,True,True,True,False
166983,Giải trí,31,109,1287,7,26,283,True,True,True,False
12809,Giải trí,92,130,3550,21,28,767,True,True,True,False
218660,Thế giới,71,158,1851,15,35,397,True,True,True,False
214386,Thế giới,69,150,1456,15,31,300,True,True,True,False
104203,Kinh doanh,51,225,12710,12,52,2808,True,True,True,False
237836,Thời sự,65,119,1816,14,24,398,True,True,True,False
145938,Xe,51,261,2787,12,59,606,True,True,True,False
143108,Thời sự,48,241,2670,10,46,567,True,True,True,False
12563,Giải trí,50,231,4461,10,47,939,True,True,True,False
147040,Xe,71,188,3057,17,43,681,True,True,True,False
156024,Du lịch,39,214,3096,10,48,702,True,True,True,False
217539,Thế giới,59,165,1463,13,39,312,True,True,True,False
120718,Thế giới,70,167,2411,16,35,496,True,True,True,False
219909,Thể thao,57,145,540,13,31,93,True,True,True,False
26427,Pháp luật,72,123,2776,16,27,611,True,True,True,False
162931,Giải trí,72,157,1946,14,35,413,True,True,True,False
164226,Giải trí,69,178,2452,15,39,551,True,True,True,False
241320,Thời sự,62,187,1102,15,44,248,True,True,True,False
72507,Đời sống,72,161,3726,15,34,822,True,True,True,False
201691,Kinh doanh,66,208,7352,15,43,1606,True,True,True,False
243397,Thời sự,62,191,2440,15,43,542,True,True,True,False
182622,Khoa học công nghệ,77,178,3865,16,37,799,True,True,True,False
149561,Bất động sản,61,199,3976,16,45,897,True,True,True,False
80042,Giải trí,62,153,1918,12,33,422,True,True,True,False
167057,Giải trí,61,114,762,13,26,171,True,True,True,False
165507,Giải trí,71,155,1048,14,33,218,True,True,True,False
149504,Bất động sản,78,161,4483,17,37,1016,True,True,True,False
219953,Thể thao,61,169,2754,14,38,617,True,True,True,False
214797,Thế giới,74,212,4367,16,46,977,True,True,True,False
788,Bất động sản,66,124,3459,17,27,781,True,True,True,False
5618,Giáo dục,51,244,4308,12,54,965,True,True,True,False
130103,Thể thao,83,230,3453,18,48,725,True,True,True,False
228147,Thể thao,58,166,1579,12,31,314,True,True,True,False
109353,Kinh doanh,49,231,3078,11,52,660,True,True,True,False
213,Bất động sản,47,132,3762,12,32,832,True,True,True,False
17579,Khoa học công nghệ,68,181,4000,13,37,848,True,True,True,False
100115,Giáo dục,61,144,2659,15,34,593,True,True,True,False
191108,Kinh doanh,62,195,2427,14,44,540,True,True,True,False
145147,Xe,60,118,2169,13,29,478,True,True,True,False
133043,Thời sự,81,194,1930,16,42,441,True,True,True,False
213664,Sức khỏe,67,110,1426,15,23,308,True,True,True,False
47937,Xe,77,67,2175,17,14,479,True,True,True,False
211195,Sức khỏe,57,88,1887,13,20,425,True,True,True,False
12367,Giải trí,43,219,3088,9,48,626,True,True,True,False
197810,Kinh doanh,65,215,1384,15,49,296,True,True,True,False
82632,Giải trí,74,90,1659,16,20,381,True,True,True,False
50994,Xe,38,147,2267,6,28,485,True,True,True,False
